bucket,hand_id,decision_idx,head_idx,rank,src_position,src_token,attn_weight,entropy_over_seq,seq_len
clean_check_or_call,34c4aaba,1,26,0,0,<|im_start|>,0.2100,3.5100,149
clean_check_or_call,34c4aaba,1,26,1,120,")

",0.0684,3.5100,149
clean_check_or_call,34c4aaba,1,26,2,71,lop,0.0640,3.5100,149
clean_check_or_call,34c4aaba,1,26,3,109,"']

",0.0603,3.5100,149
clean_check_or_call,34c4aaba,1,26,4,72,")
",0.0532,3.5100,149
clean_check_or_call,34c4aaba,1,26,5,92,0,0.0469,3.5100,149
clean_check_or_call,34c4aaba,1,26,6,84,P,0.0366,3.5100,149
clean_check_or_call,34c4aaba,1,26,7,137,"
",0.0366,3.5100,149
clean_check_or_call,34c4aaba,1,30,0,99,CHECK,0.2363,2.9971,149
clean_check_or_call,34c4aaba,1,30,1,0,<|im_start|>,0.1963,2.9971,149
clean_check_or_call,34c4aaba,1,30,2,104,B,0.0527,2.9971,149
clean_check_or_call,34c4aaba,1,30,3,148," """,0.0527,2.9971,149
clean_check_or_call,34c4aaba,1,30,4,133,_CHO,0.0466,2.9971,149
clean_check_or_call,34c4aaba,1,30,5,100,_OR,0.0283,2.9971,149
clean_check_or_call,34c4aaba,1,30,6,92,0,0.0266,2.9971,149
clean_check_or_call,34c4aaba,1,30,7,101,_CALL,0.0249,2.9971,149
clean_check_or_call,34c4aaba,1,28,0,34,_OR,0.1855,2.6496,149
clean_check_or_call,34c4aaba,1,28,1,33,CHECK,0.1855,2.6496,149
clean_check_or_call,34c4aaba,1,28,2,36,"""",0.1445,2.6496,149
clean_check_or_call,34c4aaba,1,28,3,100,_OR,0.0825,2.6496,149
clean_check_or_call,34c4aaba,1,28,4,101,_CALL,0.0776,2.6496,149
clean_check_or_call,34c4aaba,1,28,5,99,CHECK,0.0500,2.6496,149
clean_check_or_call,34c4aaba,1,28,6,35,_CALL,0.0442,2.6496,149
clean_check_or_call,34c4aaba,1,28,7,0,<|im_start|>,0.0366,2.6496,149
clean_check_or_call,161f8c64,1,26,0,0,<|im_start|>,0.2324,3.4711,147
clean_check_or_call,161f8c64,1,26,1,118,")

",0.0664,3.4711,147
clean_check_or_call,161f8c64,1,26,2,107,"']

",0.0664,3.4711,147
clean_check_or_call,161f8c64,1,26,3,69,lop,0.0486,3.4711,147
clean_check_or_call,161f8c64,1,26,4,70,")
",0.0486,3.4711,147
clean_check_or_call,161f8c64,1,26,5,90,0,0.0486,3.4711,147
clean_check_or_call,161f8c64,1,26,6,82,P,0.0356,3.4711,147
clean_check_or_call,161f8c64,1,26,7,76,"
",0.0315,3.4711,147
clean_check_or_call,161f8c64,1,30,0,97,CHECK,0.2383,2.9734,147
clean_check_or_call,161f8c64,1,30,1,0,<|im_start|>,0.1855,2.9734,147
clean_check_or_call,161f8c64,1,30,2,102,B,0.0728,2.9734,147
clean_check_or_call,161f8c64,1,30,3,146," """,0.0603,2.9734,147
clean_check_or_call,161f8c64,1,30,4,131,_CHO,0.0500,2.9734,147
clean_check_or_call,161f8c64,1,30,5,33,CHECK,0.0267,2.9734,147
clean_check_or_call,161f8c64,1,30,6,98,_OR,0.0251,2.9734,147
clean_check_or_call,161f8c64,1,30,7,99,_CALL,0.0222,2.9734,147
clean_check_or_call,161f8c64,1,28,0,34,_OR,0.1982,2.6262,147
clean_check_or_call,161f8c64,1,28,1,33,CHECK,0.1982,2.6262,147
clean_check_or_call,161f8c64,1,28,2,36,"""",0.1279,2.6262,147
clean_check_or_call,161f8c64,1,28,3,99,_CALL,0.0776,2.6262,147
clean_check_or_call,161f8c64,1,28,4,98,_OR,0.0688,2.6262,147
clean_check_or_call,161f8c64,1,28,5,97,CHECK,0.0535,2.6262,147
clean_check_or_call,161f8c64,1,28,6,35,_CALL,0.0503,2.6262,147
clean_check_or_call,161f8c64,1,28,7,0,<|im_start|>,0.0369,2.6262,147
clean_check_or_call,52266f26,1,26,0,0,<|im_start|>,0.2363,3.4628,148
clean_check_or_call,52266f26,1,26,1,119,")

",0.0635,3.4628,148
clean_check_or_call,52266f26,1,26,2,108,"']

",0.0635,3.4628,148
clean_check_or_call,52266f26,1,26,3,70,lop,0.0562,3.4628,148
clean_check_or_call,52266f26,1,26,4,71,")
",0.0527,3.4628,148
clean_check_or_call,52266f26,1,26,5,91,0,0.0464,3.4628,148
clean_check_or_call,52266f26,1,26,6,83,P,0.0339,3.4628,148
clean_check_or_call,52266f26,1,26,7,136,"
",0.0320,3.4628,148
clean_check_or_call,52266f26,1,30,0,98,CHECK,0.2188,2.9874,148
clean_check_or_call,52266f26,1,30,1,0,<|im_start|>,0.2051,2.9874,148
clean_check_or_call,52266f26,1,30,2,103,B,0.0708,2.9874,148
clean_check_or_call,52266f26,1,30,3,147," """,0.0625,2.9874,148
clean_check_or_call,52266f26,1,30,4,132,_CHO,0.0457,2.9874,148
clean_check_or_call,52266f26,1,30,5,99,_OR,0.0245,2.9874,148
clean_check_or_call,52266f26,1,30,6,33,CHECK,0.0231,2.9874,148
clean_check_or_call,52266f26,1,30,7,106,_RA,0.0216,2.9874,148
clean_check_or_call,52266f26,1,28,0,33,CHECK,0.1836,2.7269,148
clean_check_or_call,52266f26,1,28,1,34,_OR,0.1836,2.7269,148
