source_idx,target_idx,layer,component_mode,head_idx,source_hand,source_dec,target_hand,target_dec,expected_target_verb_id,expected_target_verb_tok,patched_top1_id,patched_top1_tok,patched_top1_group,delta_check_minus_fold,patched_GROUP_CHECK_CALL,patched_GROUP_FOLD,patched_GROUP_BET_RAISE
0,0,17,residual,,b3c594b5,2,207ff361,2,1070,F,7247,CH,CHECK_CALL,9.1136,27.7501,23.1251,21.6260
1,0,17,residual,,49af524b,1,207ff361,2,1070,F,7247,CH,CHECK_CALL,9.8636,28.2501,22.8751,22.5005
2,0,17,residual,,0a3ee396,4,207ff361,2,1070,F,7247,CH,CHECK_CALL,8.3696,27.5061,23.6252,23.6256
3,0,17,residual,,5db85f5e,2,207ff361,2,1070,F,7247,CH,CHECK_CALL,8.2387,28.1252,24.3751,21.2517
4,0,17,residual,,5fd9af8f,1,207ff361,2,1070,F,7247,CH,CHECK_CALL,10.2452,27.7569,22.0003,23.5005
5,0,17,residual,,39e14634,2,207ff361,2,1070,F,7247,CH,CHECK_CALL,6.9888,28.1252,25.6251,21.3768
6,0,17,residual,,d8ee7de6,2,207ff361,2,1070,F,7247,CH,CHECK_CALL,7.4887,28.1252,25.1251,22.0011
7,0,17,residual,,10edf7bd,1,207ff361,2,1070,F,7247,CH,CHECK_CALL,10.6163,28.0029,21.8752,23.0006
8,0,17,residual,,49af524b,4,207ff361,2,1070,F,7247,CH,CHECK_CALL,6.1143,27.5007,25.8751,22.7508
9,0,17,residual,,0a3ee396,1,207ff361,2,1070,F,7247,CH,CHECK_CALL,9.8636,28.2501,22.8751,21.6259
0,0,17,attn,,b3c594b5,2,207ff361,2,1070,F,1070,F,FOLD,3.1145,27.3759,28.7500,21.1292
1,0,17,attn,,49af524b,1,207ff361,2,1070,F,1070,F,FOLD,2.8649,27.1264,28.7500,22.2518
2,0,17,attn,,0a3ee396,4,207ff361,2,1070,F,1070,F,FOLD,2.7441,26.8805,28.6250,22.6265
3,0,17,attn,,5db85f5e,2,207ff361,2,1070,F,1070,F,FOLD,2.6148,27.0012,28.8750,20.5072
4,0,17,attn,,5fd9af8f,1,207ff361,2,1070,F,1070,F,FOLD,2.9916,27.1280,28.6251,22.2518
5,0,17,attn,,39e14634,2,207ff361,2,1070,F,1070,F,FOLD,2.3651,26.7516,28.8750,20.5069
6,0,17,attn,,d8ee7de6,2,207ff361,2,1070,F,1070,F,FOLD,2.4900,26.8764,28.8750,20.3833
7,0,17,attn,,10edf7bd,1,207ff361,2,1070,F,1070,F,FOLD,2.8666,27.2530,28.8750,22.1271
8,0,17,attn,,49af524b,4,207ff361,2,1070,F,1070,F,FOLD,2.2405,26.5020,28.7500,20.7557
9,0,17,attn,,0a3ee396,1,207ff361,2,1070,F,1070,F,FOLD,2.9898,27.1262,28.6250,21.3787
0,0,17,mlp,,b3c594b5,2,207ff361,2,1070,F,1070,F,FOLD,-0.1284,24.5080,29.1250,21.1293
1,0,17,mlp,,49af524b,1,207ff361,2,1070,F,1070,F,FOLD,0.1226,24.3840,28.7500,21.0064
