hand_id,decision_idx,street,player_to_act,pot,bet_to_call,pot_odds,equity_truth,agent_action,legal_actions,threshold_call,equity_threshold_correct,ev_truth_chosen,ev_truth_best,ev_truth_best_action,ev_truth_optimal,ev_truth_regret,ev_oracle_chosen,ev_oracle_best,ev_oracle_best_action,ev_oracle_optimal,ev_oracle_regret,ev_belief_chosen,ev_belief_best,ev_belief_best_action,ev_belief_optimal,ev_belief_regret
f35a247a,0,PREFLOP,1,3,1,0.25,0.2618,BET_OR_RAISE,"FOLD,CHECK_OR_CALL,BET_OR_RAISE",CHECK_OR_CALL,,-0.1333,0.0,FOLD,False,0.1333,1.8901,2.5388,CHECK_OR_CALL,False,0.6487,,,,False,
f35a247a,1,PREFLOP,0,6,2,0.25,0.7492,CHECK_OR_CALL,"FOLD,CHECK_OR_CALL,BET_OR_RAISE",CHECK_OR_CALL,True,2.9333,7.6,BET_OR_RAISE,False,4.6667,3.5871,4.2472,BET_OR_RAISE,False,0.6601,,,,False,
f35a247a,2,FLOP,0,8,0,0.0,0.59596,BET_OR_RAISE,"CHECK_OR_CALL,BET_OR_RAISE",CHECK_OR_CALL,,1.2,3.9333,CHECK_OR_CALL,False,2.7333,3.4582,3.9515,CHECK_OR_CALL,False,0.4933,,,,False,
f35a247a,3,FLOP,1,10,2,0.166667,0.40404,BET_OR_RAISE,"FOLD,CHECK_OR_CALL,BET_OR_RAISE",CHECK_OR_CALL,,1.2667,3.8667,CHECK_OR_CALL,False,2.6,5.8588,5.8588,BET_OR_RAISE,True,0.0,,,,False,
f35a247a,4,FLOP,0,14,2,0.125,0.59596,CHECK_OR_CALL,"FOLD,CHECK_OR_CALL,BET_OR_RAISE",CHECK_OR_CALL,True,10.4,10.4,CHECK_OR_CALL,True,0.0,6.0675,7.2905,BET_OR_RAISE,False,1.223,,,,False,
f35a247a,5,TURN,0,16,0,0.0,0.681818,BET_OR_RAISE,"CHECK_OR_CALL,BET_OR_RAISE",CHECK_OR_CALL,,13.6,13.6,BET_OR_RAISE,True,0.0,5.3785,5.5049,CHECK_OR_CALL,False,0.1264,,,,False,
f35a247a,6,TURN,1,20,4,0.166667,0.318182,CHECK_OR_CALL,"FOLD,CHECK_OR_CALL,BET_OR_RAISE",CHECK_OR_CALL,True,0.0,0.0,FOLD,False,0.0,4.3626,4.3626,CHECK_OR_CALL,True,0.0,,,,False,
f35a247a,7,RIVER,0,24,0,0.0,0.0,BET_OR_RAISE,"CHECK_OR_CALL,BET_OR_RAISE",CHECK_OR_CALL,,-6.1333,-2.1333,CHECK_OR_CALL,False,4.0,7.3997,9.5952,CHECK_OR_CALL,False,2.1956,,,,False,
f35a247a,8,RIVER,1,28,4,0.125,1.0,BET_OR_RAISE,"FOLD,CHECK_OR_CALL,BET_OR_RAISE",CHECK_OR_CALL,,34.6667,34.6667,BET_OR_RAISE,True,0.0,31.8931,31.8931,BET_OR_RAISE,True,0.0,,,,False,
f35a247a,9,RIVER,0,36,4,0.1,0.0,FOLD,"FOLD,CHECK_OR_CALL,BET_OR_RAISE",FOLD,True,0.0,0.0,FOLD,True,0.0,0.0,11.9846,CHECK_OR_CALL,False,11.9846,,,,False,
9ccbbc19,0,PREFLOP,1,3,1,0.25,0.3455,BET_OR_RAISE,"FOLD,CHECK_OR_CALL,BET_OR_RAISE",CHECK_OR_CALL,,-3.0667,0.9333,CHECK_OR_CALL,False,4.0,-1.6432,0.0128,CHECK_OR_CALL,False,1.6559,,,,False,
9ccbbc19,1,PREFLOP,0,6,2,0.25,0.633,CHECK_OR_CALL,"FOLD,CHECK_OR_CALL,BET_OR_RAISE",CHECK_OR_CALL,True,3.2667,3.2667,CHECK_OR_CALL,True,0.0,0.7656,1.6641,BET_OR_RAISE,False,0.8985,,,,False,
9ccbbc19,2,FLOP,0,8,0,0.0,0.768182,BET_OR_RAISE,"CHECK_OR_CALL,BET_OR_RAISE",CHECK_OR_CALL,,8.0,8.0,BET_OR_RAISE,True,0.0,3.9722,3.9722,BET_OR_RAISE,True,0.0,,,,False,
9ccbbc19,3,FLOP,1,10,2,0.166667,0.231818,BET_OR_RAISE,"FOLD,CHECK_OR_CALL,BET_OR_RAISE",CHECK_OR_CALL,,-1.9333,0.7333,CHECK_OR_CALL,False,2.6667,-1.651,0.0,FOLD,False,1.651,,,,False,
9ccbbc19,4,FLOP,0,14,2,0.125,0.768182,FOLD,"FOLD,CHECK_OR_CALL,BET_OR_RAISE",CHECK_OR_CALL,False,0.0,14.6,BET_OR_RAISE,False,14.6,0.0,0.0,FOLD,True,0.0,,,,False,
9c35a027,0,PREFLOP,1,3,1,0.25,0.1458,BET_OR_RAISE,"FOLD,CHECK_OR_CALL,BET_OR_RAISE",FOLD,,-3.1333,0.0,FOLD,False,3.1333,2.509,2.8465,CHECK_OR_CALL,False,0.3376,,,,False,
9c35a027,1,PREFLOP,0,6,2,0.25,0.8474,CHECK_OR_CALL,"FOLD,CHECK_OR_CALL,BET_OR_RAISE",CHECK_OR_CALL,True,6.3333,8.8667,BET_OR_RAISE,False,2.5333,6.3224,7.8479,BET_OR_RAISE,False,1.5255,,,,False,
9c35a027,2,FLOP,0,8,0,0.0,0.783838,CHECK_OR_CALL,"CHECK_OR_CALL,BET_OR_RAISE",CHECK_OR_CALL,True,8.7333,8.7333,CHECK_OR_CALL,True,0.0,6.6285,6.7811,BET_OR_RAISE,False,0.1526,,,,False,
9c35a027,3,FLOP,1,8,0,0.0,0.216162,BET_OR_RAISE,"CHECK_OR_CALL,BET_OR_RAISE",CHECK_OR_CALL,,1.0667,1.0667,BET_OR_RAISE,True,0.0,8.7857,8.7857,BET_OR_RAISE,True,0.0,,,,False,
9c35a027,4,FLOP,0,10,2,0.166667,0.783838,FOLD,"FOLD,CHECK_OR_CALL,BET_OR_RAISE",CHECK_OR_CALL,False,0.0,8.9333,BET_OR_RAISE,False,8.9333,0.0,8.3716,BET_OR_RAISE,False,8.3716,,,,False,
413b533a,0,PREFLOP,1,3,1,0.25,0.6429,BET_OR_RAISE,"FOLD,CHECK_OR_CALL,BET_OR_RAISE",CHECK_OR_CALL,,2.4,2.4667,CHECK_OR_CALL,False,0.0667,3.1283,3.1283,BET_OR_RAISE,True,0.0,,,,False,
413b533a,1,PREFLOP,0,6,2,0.25,0.3555,FOLD,"FOLD,CHECK_OR_CALL,BET_OR_RAISE",CHECK_OR_CALL,False,0.0,2.1333,BET_OR_RAISE,False,2.1333,0.0,3.9792,BET_OR_RAISE,False,3.9792,,,,False,
