hand_id,decision_idx,street,player_to_act,pot,bet_to_call,pot_odds,equity_truth,agent_action,legal_actions,threshold_call,equity_threshold_correct,ev_truth_chosen,ev_truth_best,ev_truth_best_action,ev_truth_optimal,ev_truth_regret,ev_oracle_chosen,ev_oracle_best,ev_oracle_best_action,ev_oracle_optimal,ev_oracle_regret,ev_belief_chosen,ev_belief_best,ev_belief_best_action,ev_belief_optimal,ev_belief_regret
bac5955c,0,PREFLOP,1,3,1,0.25,0.5737,CHECK_OR_CALL,"FOLD,CHECK_OR_CALL,BET_OR_RAISE",CHECK_OR_CALL,True,1.3333,1.3333,CHECK_OR_CALL,True,0.0,0.6321,0.6321,CHECK_OR_CALL,True,0.0,,,,False,
bac5955c,1,PREFLOP,0,4,0,0.0,0.4302,CHECK_OR_CALL,"CHECK_OR_CALL,BET_OR_RAISE",CHECK_OR_CALL,True,2.8,2.8,CHECK_OR_CALL,True,0.0,1.7573,1.9141,BET_OR_RAISE,False,0.1567,,,,False,
bac5955c,2,FLOP,0,4,0,0.0,0.849495,CHECK_OR_CALL,"CHECK_OR_CALL,BET_OR_RAISE",CHECK_OR_CALL,True,4.9333,6.4667,BET_OR_RAISE,False,1.5333,4.0773,5.4904,BET_OR_RAISE,False,1.413,,,,False,
bac5955c,3,FLOP,1,4,0,0.0,0.150505,BET_OR_RAISE,"CHECK_OR_CALL,BET_OR_RAISE",CHECK_OR_CALL,,-1.7333,-0.5333,CHECK_OR_CALL,False,1.2,-1.3584,-0.5524,CHECK_OR_CALL,False,0.806,,,,False,
bac5955c,4,FLOP,0,6,2,0.25,0.849495,FOLD,"FOLD,CHECK_OR_CALL,BET_OR_RAISE",CHECK_OR_CALL,False,0.0,7.3333,BET_OR_RAISE,False,7.3333,0.0,5.496,BET_OR_RAISE,False,5.496,,,,False,
6addfc66,0,PREFLOP,1,3,1,0.25,0.8313,CHECK_OR_CALL,"FOLD,CHECK_OR_CALL,BET_OR_RAISE",CHECK_OR_CALL,True,3.6667,4.2667,BET_OR_RAISE,False,0.6,3.253,4.8672,BET_OR_RAISE,False,1.6142,,,,False,
6addfc66,1,PREFLOP,0,4,0,0.0,0.1771,CHECK_OR_CALL,"CHECK_OR_CALL,BET_OR_RAISE",CHECK_OR_CALL,True,-0.4,-0.4,CHECK_OR_CALL,True,0.0,1.5062,1.5062,CHECK_OR_CALL,True,0.0,,,,False,
6addfc66,2,FLOP,0,4,0,0.0,0.074747,CHECK_OR_CALL,"CHECK_OR_CALL,BET_OR_RAISE",CHECK_OR_CALL,True,-0.8667,-0.8667,CHECK_OR_CALL,True,0.0,0.2929,0.2929,CHECK_OR_CALL,True,0.0,,,,False,
6addfc66,3,FLOP,1,4,0,0.0,0.925253,BET_OR_RAISE,"CHECK_OR_CALL,BET_OR_RAISE",CHECK_OR_CALL,,5.4667,5.4667,BET_OR_RAISE,True,0.0,4.4587,4.4587,BET_OR_RAISE,True,0.0,,,,False,
6addfc66,4,FLOP,0,6,2,0.25,0.074747,FOLD,"FOLD,CHECK_OR_CALL,BET_OR_RAISE",FOLD,True,0.0,0.0,FOLD,True,0.0,0.0,0.0,FOLD,True,0.0,,,,False,
58feb24c,0,PREFLOP,1,3,1,0.25,0.3116,CHECK_OR_CALL,"FOLD,CHECK_OR_CALL,BET_OR_RAISE",CHECK_OR_CALL,True,0.4,0.4,CHECK_OR_CALL,True,0.0,0.3722,0.7943,BET_OR_RAISE,False,0.4221,,,,False,
58feb24c,1,PREFLOP,0,4,0,0.0,0.6791,CHECK_OR_CALL,"CHECK_OR_CALL,BET_OR_RAISE",CHECK_OR_CALL,True,3.6,3.6,CHECK_OR_CALL,True,0.0,2.3393,2.5236,BET_OR_RAISE,False,0.1843,,,,False,
58feb24c,2,FLOP,0,4,0,0.0,0.829293,CHECK_OR_CALL,"CHECK_OR_CALL,BET_OR_RAISE",CHECK_OR_CALL,True,3.8,6.0,BET_OR_RAISE,False,2.2,3.0949,3.1654,BET_OR_RAISE,False,0.0705,,,,False,
58feb24c,3,FLOP,1,4,0,0.0,0.170707,BET_OR_RAISE,"CHECK_OR_CALL,BET_OR_RAISE",CHECK_OR_CALL,,-3.0,0.3333,CHECK_OR_CALL,False,3.3333,1.2466,1.64,CHECK_OR_CALL,False,0.3934,,,,False,
58feb24c,4,FLOP,0,6,2,0.25,0.829293,FOLD,"FOLD,CHECK_OR_CALL,BET_OR_RAISE",CHECK_OR_CALL,False,0.0,7.8,BET_OR_RAISE,False,7.8,0.0,4.3255,BET_OR_RAISE,False,4.3255,,,,False,
05484cb3,0,PREFLOP,1,3,1,0.25,0.3281,CHECK_OR_CALL,"FOLD,CHECK_OR_CALL,BET_OR_RAISE",CHECK_OR_CALL,True,-0.5333,0.0,FOLD,False,0.5333,0.5399,0.5399,CHECK_OR_CALL,True,0.0,,,,False,
05484cb3,1,PREFLOP,0,4,0,0.0,0.685,CHECK_OR_CALL,"CHECK_OR_CALL,BET_OR_RAISE",CHECK_OR_CALL,True,3.1333,3.9333,BET_OR_RAISE,False,0.8,2.7739,3.101,BET_OR_RAISE,False,0.3271,,,,False,
