hand_id,decision_idx,street,player_to_act,pot,bet_to_call,pot_odds,equity_truth,agent_action,legal_actions,threshold_call,equity_threshold_correct,ev_truth_chosen,ev_truth_best,ev_truth_best_action,ev_truth_optimal,ev_truth_regret,ev_oracle_chosen,ev_oracle_best,ev_oracle_best_action,ev_oracle_optimal,ev_oracle_regret,ev_belief_chosen,ev_belief_best,ev_belief_best_action,ev_belief_optimal,ev_belief_regret
c944711f,0,PREFLOP,1,3,1,0.25,0.3446,BET_OR_RAISE,"FOLD,CHECK_OR_CALL,BET_OR_RAISE",CHECK_OR_CALL,,0.2,0.2,BET_OR_RAISE,True,0.0,0.7998,0.7998,BET_OR_RAISE,True,0.0,,,,False,
c944711f,1,PREFLOP,0,6,2,0.25,0.6528,BET_OR_RAISE,"FOLD,CHECK_OR_CALL,BET_OR_RAISE",CHECK_OR_CALL,,6.0,6.0,BET_OR_RAISE,True,0.0,3.9484,3.9484,BET_OR_RAISE,True,0.0,,,,False,
c944711f,2,PREFLOP,1,10,2,0.166667,0.3305,BET_OR_RAISE,"FOLD,CHECK_OR_CALL,BET_OR_RAISE",CHECK_OR_CALL,,2.1333,2.2,CHECK_OR_CALL,False,0.0667,5.2089,5.2089,BET_OR_RAISE,True,0.0,,,,False,
c944711f,3,PREFLOP,0,14,2,0.125,0.6495,FOLD,"FOLD,CHECK_OR_CALL,BET_OR_RAISE",CHECK_OR_CALL,False,0.0,11.2667,CHECK_OR_CALL,False,11.2667,0.0,8.9879,CHECK_OR_CALL,False,8.9879,,,,False,
4ca8b19d,0,PREFLOP,1,3,1,0.25,0.4693,BET_OR_RAISE,"FOLD,CHECK_OR_CALL,BET_OR_RAISE",CHECK_OR_CALL,,0.2667,0.5333,CHECK_OR_CALL,False,0.2667,0.7087,0.7087,BET_OR_RAISE,True,0.0,,,,False,
4ca8b19d,1,PREFLOP,0,6,2,0.25,0.5278,CHECK_OR_CALL,"FOLD,CHECK_OR_CALL,BET_OR_RAISE",CHECK_OR_CALL,True,2.8,2.8,CHECK_OR_CALL,True,0.0,2.9261,3.0506,BET_OR_RAISE,False,0.1245,,,,False,
4ca8b19d,2,FLOP,0,8,0,0.0,0.386869,BET_OR_RAISE,"CHECK_OR_CALL,BET_OR_RAISE",CHECK_OR_CALL,,2.1333,2.1333,BET_OR_RAISE,True,0.0,3.6832,4.9095,CHECK_OR_CALL,False,1.2264,,,,False,
4ca8b19d,3,FLOP,1,10,2,0.166667,0.613131,BET_OR_RAISE,"FOLD,CHECK_OR_CALL,BET_OR_RAISE",CHECK_OR_CALL,,9.6667,9.6667,BET_OR_RAISE,True,0.0,8.7829,8.7829,BET_OR_RAISE,True,0.0,,,,False,
4ca8b19d,4,FLOP,0,14,2,0.125,0.386869,FOLD,"FOLD,CHECK_OR_CALL,BET_OR_RAISE",CHECK_OR_CALL,False,0.0,3.4,CHECK_OR_CALL,False,3.4,0.0,10.2765,BET_OR_RAISE,False,10.2765,,,,False,
7e2bbb92,0,PREFLOP,1,3,1,0.25,0.3298,BET_OR_RAISE,"FOLD,CHECK_OR_CALL,BET_OR_RAISE",CHECK_OR_CALL,,-1.3333,0.8,CHECK_OR_CALL,False,2.1333,-0.9229,0.3355,CHECK_OR_CALL,False,1.2583,,,,False,
