hand_id,decision_idx,street,player_to_act,pot,bet_to_call,pot_odds,equity_truth,agent_action,legal_actions,threshold_call,equity_threshold_correct,ev_truth_chosen,ev_truth_best,ev_truth_best_action,ev_truth_optimal,ev_truth_regret,ev_oracle_chosen,ev_oracle_best,ev_oracle_best_action,ev_oracle_optimal,ev_oracle_regret,ev_belief_chosen,ev_belief_best,ev_belief_best_action,ev_belief_optimal,ev_belief_regret
4dd97326,0,PREFLOP,1,3,1,0.25,0.2618,BET_OR_RAISE,"FOLD,CHECK_OR_CALL,BET_OR_RAISE",CHECK_OR_CALL,,-0.1333,0.0,FOLD,False,0.1333,1.1121,2.7389,CHECK_OR_CALL,False,1.6269,,,,False,
4dd97326,1,PREFLOP,0,6,2,0.25,0.7492,FOLD,"FOLD,CHECK_OR_CALL,BET_OR_RAISE",CHECK_OR_CALL,False,0.0,7.6,BET_OR_RAISE,False,7.6,0.0,4.6447,BET_OR_RAISE,False,4.6447,,,,False,
13ccd7fd,0,PREFLOP,1,3,1,0.25,0.3455,BET_OR_RAISE,"FOLD,CHECK_OR_CALL,BET_OR_RAISE",CHECK_OR_CALL,,-1.6,0.8,CHECK_OR_CALL,False,2.4,-1.2581,0.0,FOLD,False,1.2581,,,,False,
13ccd7fd,1,PREFLOP,0,6,2,0.25,0.633,FOLD,"FOLD,CHECK_OR_CALL,BET_OR_RAISE",CHECK_OR_CALL,False,0.0,4.0,CHECK_OR_CALL,False,4.0,0.0,0.977,CHECK_OR_CALL,False,0.977,,,,False,
7d4bdf96,0,PREFLOP,1,3,1,0.25,0.1458,BET_OR_RAISE,"FOLD,CHECK_OR_CALL,BET_OR_RAISE",FOLD,,-1.6,0.0,FOLD,False,1.6,2.8264,2.8264,BET_OR_RAISE,True,0.0,,,,False,
7d4bdf96,1,PREFLOP,0,6,2,0.25,0.8474,FOLD,"FOLD,CHECK_OR_CALL,BET_OR_RAISE",CHECK_OR_CALL,False,0.0,6.7333,CHECK_OR_CALL,False,6.7333,0.0,6.4635,BET_OR_RAISE,False,6.4635,,,,False,
611b216c,0,PREFLOP,1,3,1,0.25,0.6429,BET_OR_RAISE,"FOLD,CHECK_OR_CALL,BET_OR_RAISE",CHECK_OR_CALL,,4.0667,4.0667,BET_OR_RAISE,True,0.0,2.3199,2.3199,BET_OR_RAISE,True,0.0,,,,False,
611b216c,1,PREFLOP,0,6,2,0.25,0.3555,FOLD,"FOLD,CHECK_OR_CALL,BET_OR_RAISE",CHECK_OR_CALL,False,0.0,0.0,FOLD,True,0.0,0.0,1.8998,CHECK_OR_CALL,False,1.8998,,,,False,
af9ba678,0,PREFLOP,1,3,1,0.25,0.3422,BET_OR_RAISE,"FOLD,CHECK_OR_CALL,BET_OR_RAISE",CHECK_OR_CALL,,-0.5333,0.8,CHECK_OR_CALL,False,1.3333,1.2972,1.2972,BET_OR_RAISE,True,0.0,,,,False,
af9ba678,1,PREFLOP,0,6,2,0.25,0.6603,FOLD,"FOLD,CHECK_OR_CALL,BET_OR_RAISE",CHECK_OR_CALL,False,0.0,4.4667,CHECK_OR_CALL,False,4.4667,0.0,4.5791,BET_OR_RAISE,False,4.5791,,,,False,
