source_idx,target_idx,layer,component_mode,head_idx,source_hand,source_dec,target_hand,target_dec,expected_target_verb_id,expected_target_verb_tok,patched_top1_id,patched_top1_tok,patched_top1_group,delta_check_minus_fold,patched_GROUP_CHECK_CALL,patched_GROUP_FOLD,patched_GROUP_BET_RAISE
0,0,15,residual,,8f9b67e0,4,2faf1217,7,37,F,35616,CHECK,CHECK_CALL,12.3574,26.7661,21.1257,18.8808
1,0,15,residual,,74b820aa,2,2faf1217,7,37,F,35616,CHECK,CHECK_CALL,15.2330,27.2661,18.7502,18.8803
2,0,15,residual,,41c34167,4,2faf1217,7,37,F,35616,CHECK,CHECK_CALL,8.4113,24.1952,22.5010,21.1336
3,0,15,residual,,ac1aa527,1,2faf1217,7,37,F,35616,CHECK,CHECK_CALL,15.2255,27.6336,19.1252,17.2615
4,0,15,residual,,aacd55bf,5,2faf1217,7,37,F,35616,CHECK,CHECK_CALL,14.7204,27.8786,19.8752,17.7588
5,0,15,residual,,1b334027,9,2faf1217,7,37,F,35616,CHECK,CHECK_CALL,13.8436,27.3769,20.2504,17.7584
6,0,15,residual,,80a6c584,9,2faf1217,7,37,F,35616,CHECK,CHECK_CALL,12.1039,26.7625,21.3757,18.2601
7,0,15,residual,,7dac81de,2,2faf1217,7,37,F,35616,CHECK,CHECK_CALL,11.7287,26.0126,21.0009,19.0092
8,0,15,residual,,dc01946e,2,2faf1217,7,37,F,35616,CHECK,CHECK_CALL,9.6001,24.3839,21.5008,23.6268
9,0,15,residual,,44c8e017,2,2faf1217,7,37,F,35616,CHECK,CHECK_CALL,12.0991,26.3827,21.0006,20.5022
0,0,15,attn,,8f9b67e0,4,2faf1217,7,37,F,37,F,FOLD,2.2358,21.3939,25.8751,21.2508
1,0,15,attn,,74b820aa,2,2faf1217,7,37,F,37,F,FOLD,2.2383,21.2714,25.7502,21.5009
2,0,15,attn,,41c34167,4,2faf1217,7,37,F,37,F,FOLD,1.7477,20.6558,25.6252,21.8758
3,0,15,attn,,ac1aa527,1,2faf1217,7,37,F,37,F,FOLD,1.8552,21.1383,26.0001,21.1258
4,0,15,attn,,aacd55bf,5,2faf1217,7,37,F,37,F,FOLD,1.3727,20.4058,25.7501,20.6265
5,0,15,attn,,1b334027,9,2faf1217,7,37,F,37,F,FOLD,1.1194,20.1525,25.7501,20.8762
6,0,15,attn,,80a6c584,9,2faf1217,7,37,F,37,F,FOLD,1.7360,20.7690,25.7501,21.0010
7,0,15,attn,,7dac81de,2,2faf1217,7,37,F,37,F,FOLD,2.1069,21.1400,25.7501,21.1259
