hand_id,decision_idx,street,player_to_act,pot,bet_to_call,pot_odds,equity_truth,agent_action,legal_actions,threshold_call,equity_threshold_correct,ev_truth_chosen,ev_truth_best,ev_truth_best_action,ev_truth_optimal,ev_truth_regret,ev_oracle_chosen,ev_oracle_best,ev_oracle_best_action,ev_oracle_optimal,ev_oracle_regret,ev_belief_chosen,ev_belief_best,ev_belief_best_action,ev_belief_optimal,ev_belief_regret
f66d7061,0,PREFLOP,1,3,1,0.25,0.5737,CHECK_OR_CALL,"FOLD,CHECK_OR_CALL,BET_OR_RAISE",CHECK_OR_CALL,True,1.3333,1.3333,CHECK_OR_CALL,True,0.0,0.589,0.589,CHECK_OR_CALL,True,0.0,,,,False,
f66d7061,1,PREFLOP,0,4,0,0.0,0.4302,CHECK_OR_CALL,"CHECK_OR_CALL,BET_OR_RAISE",CHECK_OR_CALL,True,2.8,2.8,CHECK_OR_CALL,True,0.0,2.0453,2.0453,CHECK_OR_CALL,True,0.0,,,,False,
f66d7061,2,FLOP,0,4,0,0.0,0.849495,CHECK_OR_CALL,"CHECK_OR_CALL,BET_OR_RAISE",CHECK_OR_CALL,True,4.9333,6.4667,BET_OR_RAISE,False,1.5333,4.0295,4.7731,BET_OR_RAISE,False,0.7436,,,,False,
f66d7061,3,FLOP,1,4,0,0.0,0.150505,BET_OR_RAISE,"CHECK_OR_CALL,BET_OR_RAISE",CHECK_OR_CALL,,-1.7333,-0.5333,CHECK_OR_CALL,False,1.2,-1.8786,-0.1883,CHECK_OR_CALL,False,1.6903,,,,False,
f66d7061,4,FLOP,0,6,2,0.25,0.849495,FOLD,"FOLD,CHECK_OR_CALL,BET_OR_RAISE",CHECK_OR_CALL,False,0.0,7.3333,BET_OR_RAISE,False,7.3333,0.0,1.729,BET_OR_RAISE,False,1.729,,,,False,
908a020f,0,PREFLOP,1,3,1,0.25,0.8313,CHECK_OR_CALL,"FOLD,CHECK_OR_CALL,BET_OR_RAISE",CHECK_OR_CALL,True,3.6667,4.2667,BET_OR_RAISE,False,0.6,3.1875,4.0161,BET_OR_RAISE,False,0.8286,,,,False,
908a020f,1,PREFLOP,0,4,0,0.0,0.1771,CHECK_OR_CALL,"CHECK_OR_CALL,BET_OR_RAISE",CHECK_OR_CALL,True,-0.4,-0.4,CHECK_OR_CALL,True,0.0,3.2167,3.3593,BET_OR_RAISE,False,0.1426,,,,False,
908a020f,2,FLOP,0,4,0,0.0,0.074747,CHECK_OR_CALL,"CHECK_OR_CALL,BET_OR_RAISE",CHECK_OR_CALL,True,-0.8667,-0.8667,CHECK_OR_CALL,True,0.0,0.0029,0.0029,CHECK_OR_CALL,True,0.0,,,,False,
908a020f,3,FLOP,1,4,0,0.0,0.925253,BET_OR_RAISE,"CHECK_OR_CALL,BET_OR_RAISE",CHECK_OR_CALL,,5.4667,5.4667,BET_OR_RAISE,True,0.0,2.7879,2.7879,BET_OR_RAISE,True,0.0,,,,False,
908a020f,4,FLOP,0,6,2,0.25,0.074747,FOLD,"FOLD,CHECK_OR_CALL,BET_OR_RAISE",FOLD,True,0.0,0.0,FOLD,True,0.0,0.0,0.5654,CHECK_OR_CALL,False,0.5654,,,,False,
100d2f92,0,PREFLOP,1,3,1,0.25,0.3116,CHECK_OR_CALL,"FOLD,CHECK_OR_CALL,BET_OR_RAISE",CHECK_OR_CALL,True,0.4,0.4,CHECK_OR_CALL,True,0.0,0.8043,1.1184,BET_OR_RAISE,False,0.3141,,,,False,
100d2f92,1,PREFLOP,0,4,0,0.0,0.6791,CHECK_OR_CALL,"CHECK_OR_CALL,BET_OR_RAISE",CHECK_OR_CALL,True,3.6,3.6,CHECK_OR_CALL,True,0.0,2.935,3.286,BET_OR_RAISE,False,0.3511,,,,False,
100d2f92,2,FLOP,0,4,0,0.0,0.829293,CHECK_OR_CALL,"CHECK_OR_CALL,BET_OR_RAISE",CHECK_OR_CALL,True,3.8,6.0,BET_OR_RAISE,False,2.2,3.238,4.2625,BET_OR_RAISE,False,1.0245,,,,False,
100d2f92,3,FLOP,1,4,0,0.0,0.170707,BET_OR_RAISE,"CHECK_OR_CALL,BET_OR_RAISE",CHECK_OR_CALL,,-3.0,0.3333,CHECK_OR_CALL,False,3.3333,3.5925,3.5925,BET_OR_RAISE,True,0.0,,,,False,
100d2f92,4,FLOP,0,6,2,0.25,0.829293,FOLD,"FOLD,CHECK_OR_CALL,BET_OR_RAISE",CHECK_OR_CALL,False,0.0,7.8,BET_OR_RAISE,False,7.8,0.0,5.3427,BET_OR_RAISE,False,5.3427,,,,False,
0407d3cb,0,PREFLOP,1,3,1,0.25,0.3281,CHECK_OR_CALL,"FOLD,CHECK_OR_CALL,BET_OR_RAISE",CHECK_OR_CALL,True,-0.5333,0.0,FOLD,False,0.5333,0.1095,0.1095,CHECK_OR_CALL,True,0.0,,,,False,
0407d3cb,1,PREFLOP,0,4,0,0.0,0.685,CHECK_OR_CALL,"CHECK_OR_CALL,BET_OR_RAISE",CHECK_OR_CALL,True,3.1333,3.9333,BET_OR_RAISE,False,0.8,2.2175,2.2175,CHECK_OR_CALL,True,0.0,,,,False,
0407d3cb,2,FLOP,0,4,0,0.0,0.824242,CHECK_OR_CALL,"CHECK_OR_CALL,BET_OR_RAISE",CHECK_OR_CALL,True,3.4,4.7333,BET_OR_RAISE,False,1.3333,4.2983,5.9804,BET_OR_RAISE,False,1.6821,,,,False,
0407d3cb,3,FLOP,1,4,0,0.0,0.175758,BET_OR_RAISE,"CHECK_OR_CALL,BET_OR_RAISE",CHECK_OR_CALL,,-0.5333,0.2667,CHECK_OR_CALL,False,0.8,4.27,4.27,BET_OR_RAISE,True,0.0,,,,False,
0407d3cb,4,FLOP,0,6,2,0.25,0.824242,FOLD,"FOLD,CHECK_OR_CALL,BET_OR_RAISE",CHECK_OR_CALL,False,0.0,7.6,BET_OR_RAISE,False,7.6,0.0,6.2571,BET_OR_RAISE,False,6.2571,,,,False,
0a845c10,0,PREFLOP,1,3,1,0.25,0.1264,CHECK_OR_CALL,"FOLD,CHECK_OR_CALL,BET_OR_RAISE",FOLD,False,-1.7333,0.0,FOLD,False,1.7333,0.4324,0.4324,CHECK_OR_CALL,True,0.0,,,,False,
