file,hand_id,decision_idx,street,opp_action,pot_bucket,pot_total,js_cardonly,js_strategyaware,js_oracles,llm_trash,oracle_trash,llm_strong,oracle_strong,belief_sum_raw
cot_ministral8b_t02_s123_informative_v2_enriched.jsonl,cfa1f39c,1,PREFLOP,AGGRESSIVE,small,6,0.5349128171882466,0.5173327637866042,0.026469930799768556,0.04999999999999999,0.6277114786687921,0.4899999999999999,0.055953888952864655,1.0000000000000002
cot_ministral8b_t02_s123_informative_v2_enriched.jsonl,f118f898,1,PREFLOP,AGGRESSIVE,small,6,0.5240254418798003,0.5056960564509108,0.02657461803646824,0.04999999999999999,0.6280609227724209,0.4899999999999999,0.07106047623070513,1.0000000000000002
cot_ministral8b_t02_s123_informative_v2_enriched.jsonl,e28ca624,1,PREFLOP,AGGRESSIVE,small,6,0.5433905609341287,0.5267104950353783,0.02600168205618572,0.04999999999999999,0.6341528497095106,0.4899999999999999,0.047351631957499946,1.0000000000000002
cot_ministral8b_t02_s123_informative_v2_enriched.jsonl,e28ca624,2,FLOP,AGGRESSIVE,small,8,0.360038396274436,0.3765922416220626,0.0259935004924758,1.0,0.6461032029695126,0.0,0.04717338456982698,1.0
cot_ministral8b_t02_s123_informative_v2_enriched.jsonl,e28ca624,4,FLOP,AGGRESSIVE,small,10,0.5472828944944149,0.5222064317921847,0.05799855481105973,0.04999999999999999,0.6284814736663468,0.4899999999999999,0.05290069351328239,1.0000000000000002
cot_ministral8b_t02_s123_informative_v2_enriched.jsonl,3529a1ea,1,PREFLOP,AGGRESSIVE,small,6,0.5287220815777259,0.5105213740022629,0.026638437688896833,0.04999999999999999,0.6324932209955455,0.4899999999999999,0.06742083091226027,1.0000000000000002
cot_ministral8b_t02_s123_informative_v2_enriched.jsonl,5a7162bd,1,PREFLOP,AGGRESSIVE,small,6,0.537461014065877,0.5202716729415876,0.02619375508639698,0.04999999999999999,0.6304463820137518,0.4899999999999999,0.05212034488194704,1.0000000000000002
cot_ministral8b_t02_s123_informative_v2_enriched.jsonl,0014b796,1,PREFLOP,AGGRESSIVE,small,6,0.5236407454715866,0.5055348701825895,0.026321232828947848,0.04999999999999999,0.6206613713534412,0.4899999999999999,0.06718654821569654,1.0000000000000002
cot_ministral8b_t02_s123_informative_v2_enriched.jsonl,3fb18c5f,1,PREFLOP,AGGRESSIVE,small,6,0.5734986126652597,0.5573832989281559,0.026717609400590325,0.03191489361702127,0.6305405633836831,0.6382978723404253,0.07109308025742259,0.9400000000000002
cot_ministral8b_t02_s123_informative_v2_enriched.jsonl,d1782d4e,1,PREFLOP,AGGRESSIVE,small,6,0.5282203972909488,0.5100300804826169,0.026799362488531944,0.04999999999999999,0.6244433688286545,0.4899999999999999,0.06352250726040656,1.0000000000000002
cot_ministral8b_t02_s123_informative_v2_enriched.jsonl,d99e2182,1,PREFLOP,AGGRESSIVE,small,6,0.5514842891198448,0.5351583267393759,0.02697865816828493,0.039999999999999994,0.619380486596543,0.5599999999999998,0.06729822314324208,1.2500000000000004
cot_ministral8b_t02_s123_informative_v2_enriched.jsonl,bf959875,1,PREFLOP,AGGRESSIVE,small,6,0.5278268987819931,0.5095963736070355,0.026719844090769686,0.04999999999999999,0.6246439823185445,0.4899999999999999,0.06350569325939856,1.0000000000000002
cot_ministral8b_t02_s123_informative_v2_enriched.jsonl,4cb3e749,1,PREFLOP,AGGRESSIVE,small,6,0.5599226564544362,0.5444348071197618,0.02591898412451357,0.03846153846153846,0.6225417176767161,0.5384615384615383,0.058570592882515045,1.3000000000000003
