hand_id,source,prev_decision_idx,curr_decision_idx,prev_street,curr_street,update_type,llm_magnitude,oracle_magnitude,correlation,direction_agreement,magnitude_ratio
f35a247a,cot_llama8b_t02_s123_informative_v2_enriched.jsonl,1,2,PREFLOP,FLOP,CARD_REVEAL,1.0708252269472673,0.015568078027825942,-0.09440665558309042,0.35714285714285715,68.78339285256052
f35a247a,cot_llama8b_t02_s123_informative_v2_enriched.jsonl,2,4,FLOP,FLOP,ACTION,0.0,0.02016753376361563,,0.07142857142857142,0.0
f35a247a,cot_llama8b_t02_s123_informative_v2_enriched.jsonl,4,5,FLOP,TURN,CARD_REVEAL,0.0,0.006482887439642137,,0.5,0.0
f35a247a,cot_llama8b_t02_s123_informative_v2_enriched.jsonl,5,7,TURN,RIVER,CARD_REVEAL,0.0,0.07160854819967966,,0.0,0.0
f35a247a,cot_llama8b_t02_s123_informative_v2_enriched.jsonl,7,9,RIVER,RIVER,ACTION,0.0,0.021052891356606183,,0.07142857142857142,0.0
9ccbbc19,cot_llama8b_t02_s123_informative_v2_enriched.jsonl,1,2,PREFLOP,FLOP,CARD_REVEAL,0.0,0.015006506282275792,,0.21428571428571427,0.0
9ccbbc19,cot_llama8b_t02_s123_informative_v2_enriched.jsonl,2,4,FLOP,FLOP,ACTION,0.0,0.022784889680441848,,0.14285714285714285,0.0
9c35a027,cot_llama8b_t02_s123_informative_v2_enriched.jsonl,1,2,PREFLOP,FLOP,CARD_REVEAL,0.2299389304691069,0.01430844584597535,-0.2051137536049273,0.21428571428571427,16.070154155406307
9c35a027,cot_llama8b_t02_s123_informative_v2_enriched.jsonl,2,4,FLOP,FLOP,ACTION,0.6672913739722535,0.021605311470931587,0.14486937804424108,0.2857142857142857,30.885524370710723
11b97f6b,cot_llama8b_t02_s123_informative_v2_enriched.jsonl,1,2,PREFLOP,FLOP,CARD_REVEAL,1.174734012447073,0.015786983848202114,-0.14300312299198586,0.14285714285714285,74.41155471764523
11b97f6b,cot_llama8b_t02_s123_informative_v2_enriched.jsonl,2,4,FLOP,FLOP,ACTION,1.058300524425836,0.01950490472820593,0.7886723573116475,0.8571428571428571,54.25817450394587
e127f1ab,cot_llama8b_t02_s123_informative_v2_enriched.jsonl,1,2,PREFLOP,FLOP,CARD_REVEAL,1.0739594139584439,0.014975687520865106,-0.561215913405808,0.35714285714285715,71.713529843764
e127f1ab,cot_llama8b_t02_s123_informative_v2_enriched.jsonl,2,4,FLOP,FLOP,ACTION,0.0,0.01735383775879319,,0.14285714285714285,0.0
b6ef8ee8,cot_llama8b_t02_s123_informative_v2_enriched.jsonl,1,2,PREFLOP,FLOP,CARD_REVEAL,0.0,0.009147967405949059,,0.35714285714285715,0.0
b6ef8ee8,cot_llama8b_t02_s123_informative_v2_enriched.jsonl,2,4,FLOP,FLOP,ACTION,0.983192080250175,0.01827728844967257,0.9391776945172617,0.7857142857142857,53.79310410061338
1611fb14,cot_llama8b_t02_s123_informative_v2_enriched.jsonl,1,2,PREFLOP,FLOP,CARD_REVEAL,0.0,0.015085594151870968,,0.21428571428571427,0.0
1611fb14,cot_llama8b_t02_s123_informative_v2_enriched.jsonl,2,4,FLOP,FLOP,ACTION,0.0,0.018803699527994912,,0.07142857142857142,0.0
fe70ead1,cot_llama8b_t02_s123_informative_v2_enriched.jsonl,1,2,PREFLOP,FLOP,CARD_REVEAL,1.2429802894656052,0.00869170108332504,0.20980617851893035,0.2857142857142857,143.00771247762458
fe70ead1,cot_llama8b_t02_s123_informative_v2_enriched.jsonl,2,4,FLOP,FLOP,ACTION,0.7067852959318371,0.025079483711927524,-0.12121452026044412,0.2857142857142857,28.181812036094584
fe70ead1,cot_llama8b_t02_s123_informative_v2_enriched.jsonl,4,5,FLOP,TURN,CARD_REVEAL,1.044465935734187,0.00871401863564318,0.3435551308808958,0.2857142857142857,119.86042024996144
fe70ead1,cot_llama8b_t02_s123_informative_v2_enriched.jsonl,5,7,TURN,TURN,ACTION,0.0,0.02484549602524876,,0.21428571428571427,0.0
fe70ead1,cot_llama8b_t02_s123_informative_v2_enriched.jsonl,7,8,TURN,RIVER,CARD_REVEAL,0.0,0.008635244172363266,,0.6428571428571429,0.0
fe70ead1,cot_llama8b_t02_s123_informative_v2_enriched.jsonl,8,10,RIVER,RIVER,ACTION,0.0,0.018698358884660312,,0.14285714285714285,0.0
40bb5764,cot_llama8b_t02_s123_informative_v2_enriched.jsonl,1,2,PREFLOP,FLOP,CARD_REVEAL,0.7314369419163897,0.013160654417564982,-0.28842850584937846,0.14285714285714285,55.57755098714325
40bb5764,cot_llama8b_t02_s123_informative_v2_enriched.jsonl,2,4,FLOP,FLOP,ACTION,0.6363961030678927,0.016879378778777633,-0.6119746875441194,0.07142857142857142,37.70257847806761
d65c0620,cot_llama8b_t02_s123_informative_v2_enriched.jsonl,1,2,PREFLOP,FLOP,CARD_REVEAL,0.676592771006148,0.006364536396210391,-0.12862151615845685,0.35714285714285715,106.3066858112413
d65c0620,cot_llama8b_t02_s123_informative_v2_enriched.jsonl,2,4,FLOP,FLOP,ACTION,0.4927248499698162,0.019901165157575118,0.1342029781649226,0.35714285714285715,24.758593080780848
