file,hand_id,decision_idx,street,opp_action,pot_bucket,pot_total,js_cardonly,js_strategyaware,js_oracles,llm_trash,oracle_trash,llm_strong,oracle_strong,belief_sum_raw
cot_qwen8b_t02_s123_informative_v2_enriched.jsonl,36fb8b8d,1,PREFLOP,AGGRESSIVE,small,6,0.6654110601038898,0.6554053582271091,0.0264699307997708,0.010416666666666664,0.6277114786687918,0.7291666666666667,0.0559538889528647,0.9600000000000003
cot_qwen8b_t02_s123_informative_v2_enriched.jsonl,36fb8b8d,3,PREFLOP,AGGRESSIVE,medium,14,0.43258543144342737,0.3980777649024374,0.05299099761614981,0.13636363636363633,0.5987278457147407,0.27272727272727265,0.06544563959155705,1.1000000000000003
cot_qwen8b_t02_s123_informative_v2_enriched.jsonl,36fb8b8d,5,FLOP,PASSIVE,medium,20,0.5317782352621883,0.5516610562472102,0.026939004994577274,0.04999999999999999,0.6798024282950685,0.4899999999999999,0.042510988971759395,1.0000000000000002
cot_qwen8b_t02_s123_informative_v2_enriched.jsonl,36fb8b8d,7,FLOP,AGGRESSIVE,medium,26,0.4643064185532177,0.4733255258998945,0.019487442937741593,0.13402061855670103,0.6638465050278902,0.48453608247422675,0.04757232698566853,0.9700000000000002
cot_qwen8b_t02_s123_informative_v2_enriched.jsonl,36fb8b8d,9,FLOP,AGGRESSIVE,large,34,0.47202334658335643,0.4730519595727805,0.02854156581003898,0.11320754716981131,0.6482117659624275,0.42452830188679247,0.05260710223038704,1.0600000000000003
cot_qwen8b_t02_s123_informative_v2_enriched.jsonl,2d2cf71f,1,PREFLOP,AGGRESSIVE,small,6,0.5665151614896071,0.5521043390103011,0.026574618036468732,0.04854368932038834,0.6280609227724204,0.5922330097087377,0.07106047623070519,1.0300000000000002
cot_qwen8b_t02_s123_informative_v2_enriched.jsonl,6cb0a250,1,PREFLOP,AGGRESSIVE,small,6,0.36797048855601805,0.351554978231062,0.026001682056184736,0.22727272727272727,0.63415284970951,0.2272727272727273,0.047351631957500015,1.1
cot_qwen8b_t02_s123_informative_v2_enriched.jsonl,6cb0a250,3,PREFLOP,AGGRESSIVE,medium,14,0.5433905609341287,0.5096814906695318,0.05202164947236805,0.04999999999999999,0.6059634026517657,0.4899999999999999,0.05547392778004164,1.0000000000000002
cot_qwen8b_t02_s123_informative_v2_enriched.jsonl,6cb0a250,4,FLOP,AGGRESSIVE,medium,16,0.45439997986109104,0.4215985931008871,0.05198597431013504,0.14285714285714282,0.6184466610965975,0.4285714285714285,0.05536294473014913,1.0500000000000003
cot_qwen8b_t02_s123_informative_v2_enriched.jsonl,6cb0a250,6,FLOP,AGGRESSIVE,medium,18,0.5095542925629233,0.4665958027810855,0.07964131262709953,0.09345794392523363,0.5992854668731032,0.439252336448598,0.06148690980766874,1.0700000000000003
cot_qwen8b_t02_s123_informative_v2_enriched.jsonl,6cb0a250,8,FLOP,AGGRESSIVE,medium,26,0.5076921828115203,0.45574041792584646,0.09535019850665459,0.09999999999999998,0.5777675589519127,0.42999999999999994,0.0670844723366138,1.0000000000000002
cot_qwen8b_t02_s123_informative_v2_enriched.jsonl,6cb0a250,10,TURN,PASSIVE,large,32,0.45854837173776813,0.4444959433149737,0.047044462873500684,0.16326530612244894,0.6504231035681868,0.4795918367346938,0.04281706940606872,0.9800000000000003
cot_qwen8b_t02_s123_informative_v2_enriched.jsonl,6cb0a250,12,TURN,AGGRESSIVE,large,36,0.551681731444238,0.5275655790658446,0.060406929681098905,0.04999999999999999,0.6306975741969005,0.4899999999999999,0.04724921647383658,1.0000000000000002
cot_qwen8b_t02_s123_informative_v2_enriched.jsonl,6cb0a250,14,RIVER,PASSIVE,large,48,0.5406296684471846,0.5506832616783998,0.04115575421258094,0.06849315068493149,0.6920240858189257,0.5205479452054793,0.031192805137849222,0.7300000000000002
cot_qwen8b_t02_s123_informative_v2_enriched.jsonl,6cb0a250,16,RIVER,AGGRESSIVE,large,52,0.5496572240805192,0.54883396493966,0.04182878204282014,0.04999999999999998,0.6737186852260587,0.4624999999999999,0.034611243988144566,0.8000000000000003
cot_qwen8b_t02_s123_informative_v2_enriched.jsonl,c96fc911,1,PREFLOP,AGGRESSIVE,small,6,0.5689020884611378,0.5535616387296278,0.026638437688898002,0.029126213592233,0.6324932209955452,0.4854368932038834,0.06742083091226034,1.0300000000000002
