file,hand_id,decision_idx,street,opp_action,pot_bucket,pot_total,js_cardonly,js_strategyaware,js_oracles,llm_trash,oracle_trash,llm_strong,oracle_strong,belief_sum_raw
sanity_70b_t0_s42_informative_enriched.jsonl,de4dc0eb,1,PREFLOP,AGGRESSIVE,small,6,0.4315036029767461,0.4253595688681726,0.042113777045173884,0.12444444444444445,0.6212854495943366,0.25333333333333335,0.07151137685270022,1.125
sanity_70b_t0_s42_informative_enriched.jsonl,afe2fdcb,1,PREFLOP,AGGRESSIVE,small,6,0.40415905004513725,0.39848743786390795,0.04015839720757537,0.16888888888888887,0.6409055481652055,0.2533333333333333,0.06789615244551322,1.1250000000000002
sanity_70b_t0_s42_informative_enriched.jsonl,a87ed15d,1,PREFLOP,AGGRESSIVE,small,6,0.3983179398375284,0.3933944201013387,0.040396763806645364,0.1727272727272727,0.6300249274718098,0.2590909090909091,0.06402020609098372,1.1
sanity_70b_t0_s42_informative_enriched.jsonl,a87ed15d,2,FLOP,AGGRESSIVE,small,8,0.49448766287644386,0.4852894287424307,0.0389070453268871,0.08256880733944952,0.622215634129057,0.3669724770642201,0.06458337938685918,1.0900000000000003
sanity_70b_t0_s42_informative_enriched.jsonl,a822574a,1,PREFLOP,AGGRESSIVE,small,6,0.3999265000383853,0.39525518567752504,0.04015839720757537,0.1727272727272727,0.6409055481652055,0.2590909090909091,0.06789615244551322,1.1
sanity_70b_t0_s42_informative_enriched.jsonl,5d080853,1,PREFLOP,AGGRESSIVE,small,6,0.43862304983918415,0.4321221941511801,0.04019246297356317,0.1272727272727273,0.6408547716434351,0.2590909090909091,0.0678907732902342,1.1
sanity_70b_t0_s42_informative_enriched.jsonl,863b73e5,1,PREFLOP,AGGRESSIVE,small,6,0.39617950732757556,0.3891483847101554,0.03588090012567938,0.1727272727272727,0.6228055950015589,0.2590909090909091,0.06366866867821502,1.1
sanity_70b_t0_s42_informative_enriched.jsonl,2010f730,1,PREFLOP,AGGRESSIVE,small,6,0.44864826689557646,0.4405116076083503,0.04028991693840611,0.11666666666666665,0.6320835406232501,0.23749999999999993,0.05916283908725822,1.2000000000000002
sanity_70b_t0_s42_informative_enriched.jsonl,49655170,1,PREFLOP,AGGRESSIVE,small,6,0.37895293656916595,0.3742433877347019,0.04002213841751261,0.2,0.6350822582359058,0.23750000000000002,0.05250360264092871,1.2
sanity_70b_t0_s42_informative_enriched.jsonl,7f68d097,1,PREFLOP,PASSIVE,small,4,0.40582106910635574,0.4657885874055469,0.07322210400492202,0.15833333333333335,0.7355505232175767,0.21666666666666667,0.029877196830782465,1.2
sanity_70b_t0_s42_informative_enriched.jsonl,f44f55e1,1,PREFLOP,AGGRESSIVE,small,6,0.4039133416364579,0.39931415988086466,0.040148259181795105,0.1727272727272727,0.6340924134040266,0.2590909090909091,0.05922814417730923,1.1
sanity_70b_t0_s42_informative_enriched.jsonl,59d1c3a1,1,PREFLOP,AGGRESSIVE,small,6,0.40855075667541274,0.40151715950605116,0.040356285899986175,0.15833333333333335,0.6379469241924764,0.23750000000000002,0.07170296433484719,1.2000000000000002
sanity_70b_t0_s42_informative_enriched.jsonl,93ad3477,1,PREFLOP,AGGRESSIVE,small,6,0.3811932917351196,0.3751928950793771,0.040577774486476294,0.1825726141078838,0.6265148175453265,0.23651452282157676,0.06781607230448254,1.205
sanity_70b_t0_s42_informative_enriched.jsonl,150e5051,1,PREFLOP,AGGRESSIVE,small,6,0.39114387130094125,0.38216391037224295,0.0360268296452428,0.15833333333333335,0.6202678980914169,0.21666666666666667,0.06756864393412768,1.2
sanity_70b_t0_s42_informative_enriched.jsonl,bf6a3aef,1,PREFLOP,AGGRESSIVE,small,6,0.40601458443443955,0.4014548611119301,0.040008787336578706,0.1727272727272727,0.6445119865929758,0.2590909090909091,0.05925705427083375,1.1
sanity_70b_t0_s42_informative_enriched.jsonl,bf6a3aef,3,PREFLOP,AGGRESSIVE,medium,14,0.38410848436347494,0.36719343243118374,0.06150996510017286,0.21333333333333332,0.6150216208689198,0.25333333333333335,0.0691763502551997,1.125
sanity_70b_t0_s42_informative_enriched.jsonl,540b1de5,1,PREFLOP,AGGRESSIVE,small,6,0.39901516677934046,0.39399632418579783,0.04027253033235943,0.1727272727272727,0.6310205622460459,0.2590909090909091,0.05633894048546097,1.1
sanity_70b_t0_s42_informative_enriched.jsonl,a2f4de29,1,PREFLOP,AGGRESSIVE,small,6,0.43608564878401107,0.42914820116814,0.04042351660972558,0.1272727272727273,0.6377111988714128,0.2590909090909091,0.07164843175855817,1.1
sanity_70b_t0_s42_informative_enriched.jsonl,51bc8bee,1,PREFLOP,PASSIVE,small,4,0.395909496679846,0.4549407170087709,0.07347583033596873,0.15833333333333335,0.7431095142975709,0.21666666666666667,0.03357746016547624,1.2
sanity_70b_t0_s42_informative_enriched.jsonl,51bc8bee,3,PREFLOP,AGGRESSIVE,small,10,0.395909496679846,0.4406624278097502,0.05492231739446572,0.15833333333333335,0.7196178229814876,0.21666666666666667,0.04054905929596641,1.2
sanity_70b_t0_s42_informative_enriched.jsonl,3c5096c4,1,PREFLOP,PASSIVE,small,4,0.40905865456146556,0.4657408071058792,0.07147973270317219,0.15833333333333335,0.729885145819742,0.21666666666666667,0.027612772648708137,1.2
sanity_70b_t0_s42_informative_enriched.jsonl,6c0168d7,1,PREFLOP,AGGRESSIVE,small,6,0.37771899418090255,0.37303180335810715,0.04016024943403573,0.2,0.6324025776959318,0.23750000000000002,0.055413384371529595,1.2
sanity_70b_t0_s42_informative_enriched.jsonl,43bbe835,1,PREFLOP,AGGRESSIVE,small,6,0.4004053004339584,0.39438153233736045,0.04053589703375913,0.16888888888888887,0.6265918887786739,0.2533333333333333,0.0678573850015618,1.1250000000000002
sanity_70b_t0_s42_informative_enriched.jsonl,6bdc6509,1,PREFLOP,AGGRESSIVE,small,6,0.39026744148991793,0.38418436293832453,0.042113777045173884,0.15833333333333335,0.6212854495943366,0.21666666666666667,0.07151137685270022,1.2
sanity_70b_t0_s42_informative_enriched.jsonl,94eaf3bd,1,PREFLOP,AGGRESSIVE,small,6,0.3955440718534427,0.38848709187489666,0.03576802152887063,0.1727272727272727,0.6231278837119311,0.2590909090909091,0.06368261339168259,1.1
sanity_70b_t0_s42_informative_enriched.jsonl,8eee0370,1,PREFLOP,AGGRESSIVE,small,6,0.39191469893584063,0.38664805058664076,0.04026951743474195,0.1825726141078838,0.6329647653566451,0.23651452282157676,0.05917004804119365,1.205
