source_idx,target_idx,layer,component_mode,head_idx,source_hand,source_dec,target_hand,target_dec,expected_target_verb_id,expected_target_verb_tok,patched_top1_id,patched_top1_tok,patched_top1_group,delta_check_minus_fold,patched_GROUP_CHECK_CALL,patched_GROUP_FOLD,patched_GROUP_BET_RAISE
0,0,22,residual,,cf42b2d6,9,e70ecc70,5,37,F,34516,CHECK,CHECK_CALL,19.5000,52.7500,43.2500,31.8750
1,0,22,residual,,c6562698,5,e70ecc70,5,37,F,34516,CHECK,CHECK_CALL,19.2500,52.7500,43.5000,32.2500
2,0,22,residual,,469e2d77,4,e70ecc70,5,37,F,34516,CHECK,CHECK_CALL,18.2500,52.5000,44.2500,32.5000
3,0,22,residual,,707d6378,8,e70ecc70,5,37,F,34516,CHECK,CHECK_CALL,21.2500,53.0000,41.7500,32.5000
4,0,22,residual,,5e3fe5b6,4,e70ecc70,5,37,F,34516,CHECK,CHECK_CALL,11.5000,49.0000,47.5000,32.5000
5,0,22,residual,,4a5b77ce,1,e70ecc70,5,37,F,34516,CHECK,CHECK_CALL,28.0000,54.2500,36.2500,30.6250
6,0,22,residual,,5aea9c50,2,e70ecc70,5,37,F,34516,CHECK,CHECK_CALL,19.5000,52.7500,43.2500,36.7500
7,0,22,residual,,06e411f7,4,e70ecc70,5,37,F,37,F,FOLD,5.7500,46.2500,50.5000,30.7500
8,0,22,residual,,22ae7085,2,e70ecc70,5,37,F,37,F,FOLD,8.7500,45.7500,47.0000,39.5000
9,0,22,residual,,6feeea22,14,e70ecc70,5,37,F,37,F,FOLD,5.7500,45.0000,49.2500,30.3750
0,0,22,attn,,cf42b2d6,9,e70ecc70,5,37,F,37,F,FOLD,2.7500,44.2500,51.5000,29.5000
1,0,22,attn,,c6562698,5,e70ecc70,5,37,F,37,F,FOLD,2.5000,44.2500,51.7500,29.7500
2,0,22,attn,,469e2d77,4,e70ecc70,5,37,F,37,F,FOLD,1.7500,43.5000,51.7500,29.6250
3,0,22,attn,,707d6378,8,e70ecc70,5,37,F,37,F,FOLD,2.5000,44.0000,51.5000,30.2500
4,0,22,attn,,5e3fe5b6,4,e70ecc70,5,37,F,37,F,FOLD,0.5000,42.0000,51.5000,30.2500
5,0,22,attn,,4a5b77ce,1,e70ecc70,5,37,F,37,F,FOLD,6.2500,46.2500,50.0000,30.2500
6,0,22,attn,,5aea9c50,2,e70ecc70,5,37,F,37,F,FOLD,5.0000,45.5000,50.5000,32.0000
7,0,22,attn,,06e411f7,4,e70ecc70,5,37,F,37,F,FOLD,-1.2500,41.2500,52.5000,30.2500
8,0,22,attn,,22ae7085,2,e70ecc70,5,37,F,37,F,FOLD,0.5000,42.2500,51.7500,31.8750
9,0,22,attn,,6feeea22,14,e70ecc70,5,37,F,37,F,FOLD,-0.5000,41.7500,52.2500,30.5000
0,0,22,mlp,,cf42b2d6,9,e70ecc70,5,37,F,37,F,FOLD,-1.0000,41.7500,52.7500,29.8750
1,0,22,mlp,,c6562698,5,e70ecc70,5,37,F,37,F,FOLD,-0.2500,42.2500,52.5000,29.7500
2,0,22,mlp,,469e2d77,4,e70ecc70,5,37,F,37,F,FOLD,-0.2500,42.5000,52.7500,30.5000
3,0,22,mlp,,707d6378,8,e70ecc70,5,37,F,37,F,FOLD,-1.7500,41.0000,52.7500,30.0000
4,0,22,mlp,,5e3fe5b6,4,e70ecc70,5,37,F,37,F,FOLD,-1.7500,41.5000,53.2500,31.5000
5,0,22,mlp,,4a5b77ce,1,e70ecc70,5,37,F,37,F,FOLD,1.5000,43.5000,52.0000,29.8750
6,0,22,mlp,,5aea9c50,2,e70ecc70,5,37,F,37,F,FOLD,-0.0000,43.0000,53.0000,32.0000
7,0,22,mlp,,06e411f7,4,e70ecc70,5,37,F,37,F,FOLD,-2.5000,41.0000,53.5000,31.5000
8,0,22,mlp,,22ae7085,2,e70ecc70,5,37,F,37,F,FOLD,-0.7500,42.0000,52.7500,31.5000
9,0,22,mlp,,6feeea22,14,e70ecc70,5,37,F,37,F,FOLD,-2.2500,41.0000,53.2500,30.8750
