source_idx,target_idx,layer,component_mode,head_idx,source_hand,source_dec,target_hand,target_dec,expected_target_verb_id,expected_target_verb_tok,patched_top1_id,patched_top1_tok,patched_top1_group,delta_check_minus_fold,patched_GROUP_CHECK_CALL,patched_GROUP_FOLD,patched_GROUP_BET_RAISE
0,0,14,residual,,eb90fd2f,4,d9a09aa2,2,37,F,35616,CHECK,CHECK_CALL,10.7397,28.1253,21.0005,16.2738
1,0,14,residual,,74b820aa,7,d9a09aa2,2,37,F,37,F,FOLD,3.0128,23.5237,24.1258,22.8762
2,0,14,residual,,78d8c173,7,d9a09aa2,2,37,F,35616,CHECK,CHECK_CALL,6.1245,24.1363,21.6268,23.2520
3,0,14,residual,,16f55a42,1,d9a09aa2,2,37,F,35616,CHECK,CHECK_CALL,5.4933,26.1292,24.2508,19.3790
4,0,14,residual,,e836c2b6,1,d9a09aa2,2,37,F,35616,CHECK,CHECK_CALL,5.8739,26.0098,23.7509,18.3864
5,0,14,residual,,12422695,5,d9a09aa2,2,37,F,35616,CHECK,CHECK_CALL,9.9911,27.6272,21.2511,18.1358
6,0,14,residual,,44c8e017,7,d9a09aa2,2,37,F,35616,CHECK,CHECK_CALL,5.4906,25.8764,24.0008,18.7599
7,0,14,residual,,74b820aa,4,d9a09aa2,2,37,F,35616,CHECK,CHECK_CALL,8.4919,27.2528,22.3759,17.5186
8,0,14,residual,,1b334027,2,d9a09aa2,2,37,F,35616,CHECK,CHECK_CALL,10.6167,27.7528,20.7511,17.8883
9,0,14,residual,,842acc10,4,d9a09aa2,2,37,F,35616,CHECK,CHECK_CALL,9.3657,27.5015,21.7508,15.7394
0,0,14,attn,,eb90fd2f,4,d9a09aa2,2,37,F,37,F,FOLD,3.1180,25.3783,25.8753,19.1288
1,0,14,attn,,74b820aa,7,d9a09aa2,2,37,F,37,F,FOLD,1.1413,22.6517,25.1254,21.8766
2,0,14,attn,,78d8c173,7,d9a09aa2,2,37,F,37,F,FOLD,2.3829,23.2685,24.5005,21.5023
3,0,14,attn,,16f55a42,1,d9a09aa2,2,37,F,37,F,FOLD,2.9957,25.0061,25.6253,19.5042
4,0,14,attn,,e836c2b6,1,d9a09aa2,2,37,F,37,F,FOLD,2.9984,24.8837,25.5003,19.0063
5,0,14,attn,,12422695,5,d9a09aa2,2,37,F,35616,CHECK,CHECK_CALL,3.9937,25.7542,25.3755,19.0053
6,0,14,attn,,44c8e017,7,d9a09aa2,2,37,F,37,F,FOLD,3.1163,24.8766,25.3753,18.8820
7,0,14,attn,,74b820aa,4,d9a09aa2,2,37,F,37,F,FOLD,3.4938,25.3792,25.5003,19.0053
8,0,14,attn,,1b334027,2,d9a09aa2,2,37,F,37,F,FOLD,3.4949,25.3804,25.5004,19.1299
9,0,14,attn,,842acc10,4,d9a09aa2,2,37,F,37,F,FOLD,3.4920,25.8773,26.0002,18.0097
0,0,14,mlp,,eb90fd2f,4,d9a09aa2,2,37,F,37,F,FOLD,-1.0057,21.8795,26.5001,23.5005
1,0,14,mlp,,74b820aa,7,d9a09aa2,2,37,F,37,F,FOLD,-0.1260,21.7592,25.5002,21.3769
2,0,14,mlp,,78d8c173,7,d9a09aa2,2,37,F,37,F,FOLD,-0.3749,21.5104,25.5002,21.5017
3,0,14,mlp,,16f55a42,1,d9a09aa2,2,37,F,37,F,FOLD,-0.5035,21.8818,26.0002,23.2507
4,0,14,mlp,,e836c2b6,1,d9a09aa2,2,37,F,37,F,FOLD,-0.2542,22.0060,25.8752,23.2507
5,0,14,mlp,,12422695,5,d9a09aa2,2,37,F,37,F,FOLD,-1.6276,21.1325,26.3751,21.8760
6,0,14,mlp,,44c8e017,7,d9a09aa2,2,37,F,37,F,FOLD,-0.2510,22.0093,25.8753,23.3757
7,0,14,mlp,,74b820aa,4,d9a09aa2,2,37,F,37,F,FOLD,-1.0042,21.6310,26.2501,22.5010
8,0,14,mlp,,1b334027,2,d9a09aa2,2,37,F,37,F,FOLD,-1.0042,21.5060,26.1251,22.5009
9,0,14,mlp,,842acc10,4,d9a09aa2,2,37,F,37,F,FOLD,-1.0047,21.5056,26.1252,24.2503
0,0,14,head,0,eb90fd2f,4,d9a09aa2,2,37,F,37,F,FOLD,-0.2472,21.8881,25.7502,21.6262
1,0,14,head,0,74b820aa,7,d9a09aa2,2,37,F,37,F,FOLD,0.0000,22.1353,25.7502,21.8762
2,0,14,head,0,78d8c173,7,d9a09aa2,2,37,F,37,F,FOLD,0.0013,22.1366,25.7502,21.8763
3,0,14,head,0,16f55a42,1,d9a09aa2,2,37,F,37,F,FOLD,-0.1237,22.0116,25.7502,21.3764
4,0,14,head,0,e836c2b6,1,d9a09aa2,2,37,F,37,F,FOLD,-0.3722,21.8881,25.8752,21.5013
5,0,14,head,0,12422695,5,d9a09aa2,2,37,F,37,F,FOLD,-0.1222,22.0130,25.7502,21.8762
6,0,14,head,0,44c8e017,7,d9a09aa2,2,37,F,37,F,FOLD,-0.2486,21.8866,25.7502,21.7513
7,0,14,head,0,74b820aa,4,d9a09aa2,2,37,F,37,F,FOLD,-0.2472,21.8881,25.7502,21.7512
8,0,14,head,0,1b334027,2,d9a09aa2,2,37,F,37,F,FOLD,-0.2455,21.8898,25.7502,21.7512
9,0,14,head,0,842acc10,4,d9a09aa2,2,37,F,37,F,FOLD,-0.1237,22.0116,25.7502,21.8761
0,0,14,head,1,eb90fd2f,4,d9a09aa2,2,37,F,37,F,FOLD,-0.2510,21.8842,25.7502,21.7514
1,0,14,head,1,74b820aa,7,d9a09aa2,2,37,F,37,F,FOLD,-0.2511,21.8841,25.7502,21.5014
2,0,14,head,1,78d8c173,7,d9a09aa2,2,37,F,37,F,FOLD,-0.3771,21.7582,25.7502,21.7512
3,0,14,head,1,16f55a42,1,d9a09aa2,2,37,F,37,F,FOLD,-0.0021,22.0082,25.6252,22.1262
4,0,14,head,1,e836c2b6,1,d9a09aa2,2,37,F,37,F,FOLD,0.1229,22.1332,25.6252,22.1262
5,0,14,head,1,12422695,5,d9a09aa2,2,37,F,37,F,FOLD,-0.0021,22.0082,25.6252,22.0012
6,0,14,head,1,44c8e017,7,d9a09aa2,2,37,F,37,F,FOLD,-0.3760,21.7592,25.7502,22.0011
7,0,14,head,1,74b820aa,4,d9a09aa2,2,37,F,37,F,FOLD,-0.1261,22.0092,25.7502,21.7514
8,0,14,head,1,1b334027,2,d9a09aa2,2,37,F,37,F,FOLD,-0.1260,22.0092,25.7502,22.0013
9,0,14,head,1,842acc10,4,d9a09aa2,2,37,F,37,F,FOLD,-0.0021,22.0082,25.6252,21.8762
0,0,14,head,2,eb90fd2f,4,d9a09aa2,2,37,F,37,F,FOLD,0.8811,22.7665,25.5003,21.8764
1,0,14,head,2,74b820aa,7,d9a09aa2,2,37,F,37,F,FOLD,0.1263,22.2616,25.7502,21.7512
2,0,14,head,2,78d8c173,7,d9a09aa2,2,37,F,37,F,FOLD,0.7488,22.6341,25.5002,21.7513
3,0,14,head,2,16f55a42,1,d9a09aa2,2,37,F,37,F,FOLD,0.6277,22.6380,25.6253,22.0012
4,0,14,head,2,e836c2b6,1,d9a09aa2,2,37,F,37,F,FOLD,0.6293,22.6396,25.6252,21.7513
5,0,14,head,2,12422695,5,d9a09aa2,2,37,F,37,F,FOLD,0.6277,22.6380,25.6253,22.0012
6,0,14,head,2,44c8e017,7,d9a09aa2,2,37,F,37,F,FOLD,0.7499,22.6352,25.5003,21.7512
7,0,14,head,2,74b820aa,4,d9a09aa2,2,37,F,37,F,FOLD,0.6293,22.6396,25.6253,21.8762
8,0,14,head,2,1b334027,2,d9a09aa2,2,37,F,37,F,FOLD,0.6293,22.5147,25.5003,21.8763
9,0,14,head,2,842acc10,4,d9a09aa2,2,37,F,37,F,FOLD,0.6276,22.7629,25.7502,21.8763
0,0,14,head,3,eb90fd2f,4,d9a09aa2,2,37,F,37,F,FOLD,-0.2472,21.8881,25.7502,21.5017
1,0,14,head,3,74b820aa,7,d9a09aa2,2,37,F,37,F,FOLD,0.0000,22.1353,25.7502,21.6265
2,0,14,head,3,78d8c173,7,d9a09aa2,2,37,F,37,F,FOLD,-0.1237,22.0116,25.7502,21.6265
3,0,14,head,3,16f55a42,1,d9a09aa2,2,37,F,37,F,FOLD,-0.2486,22.0116,25.8752,21.6265
4,0,14,head,3,e836c2b6,1,d9a09aa2,2,37,F,37,F,FOLD,-0.2487,22.0116,25.8752,21.8763
5,0,14,head,3,12422695,5,d9a09aa2,2,37,F,37,F,FOLD,-0.2499,22.0103,25.8752,21.6266
6,0,14,head,3,44c8e017,7,d9a09aa2,2,37,F,37,F,FOLD,-0.1237,22.0116,25.7502,21.6266
7,0,14,head,3,74b820aa,4,d9a09aa2,2,37,F,37,F,FOLD,0.0000,22.1353,25.7502,21.6266
8,0,14,head,3,1b334027,2,d9a09aa2,2,37,F,37,F,FOLD,-0.2472,22.0130,25.8752,21.5016
9,0,14,head,3,842acc10,4,d9a09aa2,2,37,F,37,F,FOLD,-0.3736,21.8866,25.8752,21.6266
0,0,14,head,4,eb90fd2f,4,d9a09aa2,2,37,F,37,F,FOLD,-0.3721,21.7632,25.7502,22.3761
1,0,14,head,4,74b820aa,7,d9a09aa2,2,37,F,37,F,FOLD,-0.1236,22.0116,25.7502,21.7514
2,0,14,head,4,78d8c173,7,d9a09aa2,2,37,F,37,F,FOLD,-0.2455,21.8897,25.7502,21.6265
3,0,14,head,4,16f55a42,1,d9a09aa2,2,37,F,37,F,FOLD,0.0000,22.2603,25.8752,21.8762
4,0,14,head,4,e836c2b6,1,d9a09aa2,2,37,F,37,F,FOLD,0.1238,22.3841,25.8752,22.0012
5,0,14,head,4,12422695,5,d9a09aa2,2,37,F,37,F,FOLD,-0.2486,21.8867,25.7502,22.0012
6,0,14,head,4,44c8e017,7,d9a09aa2,2,37,F,37,F,FOLD,0.1277,22.3879,25.8752,21.1268
7,0,14,head,4,74b820aa,4,d9a09aa2,2,37,F,37,F,FOLD,-0.2486,21.8867,25.7502,22.2511
8,0,14,head,4,1b334027,2,d9a09aa2,2,37,F,37,F,FOLD,-0.1249,22.0103,25.7502,22.1261
9,0,14,head,4,842acc10,4,d9a09aa2,2,37,F,37,F,FOLD,0.8718,23.2570,26.0002,20.8765
0,0,14,head,5,eb90fd2f,4,d9a09aa2,2,37,F,37,F,FOLD,1.6209,23.7562,25.7503,21.0014
1,0,14,head,5,74b820aa,7,d9a09aa2,2,37,F,37,F,FOLD,0.0000,22.0103,25.6253,22.5009
2,0,14,head,5,78d8c173,7,d9a09aa2,2,37,F,37,F,FOLD,0.1238,22.1342,25.6253,22.6259
3,0,14,head,5,16f55a42,1,d9a09aa2,2,37,F,37,F,FOLD,1.2476,23.2579,25.6253,21.3763
4,0,14,head,5,e836c2b6,1,d9a09aa2,2,37,F,37,F,FOLD,1.1226,23.1330,25.6253,21.5012
5,0,14,head,5,12422695,5,d9a09aa2,2,37,F,37,F,FOLD,1.7466,23.7570,25.6253,20.8767
6,0,14,head,5,44c8e017,7,d9a09aa2,2,37,F,37,F,FOLD,1.3690,23.3794,25.6253,21.5011
7,0,14,head,5,74b820aa,4,d9a09aa2,2,37,F,37,F,FOLD,1.6209,23.6312,25.6253,21.2513
8,0,14,head,5,1b334027,2,d9a09aa2,2,37,F,37,F,FOLD,1.6226,23.6329,25.6253,21.0015
9,0,14,head,5,842acc10,4,d9a09aa2,2,37,F,37,F,FOLD,1.4967,23.6320,25.7502,20.8765
0,0,14,head,6,eb90fd2f,4,d9a09aa2,2,37,F,37,F,FOLD,-0.3736,21.7617,25.7502,22.2512
1,0,14,head,6,74b820aa,7,d9a09aa2,2,37,F,37,F,FOLD,-0.1237,22.0116,25.7502,21.6265
2,0,14,head,6,78d8c173,7,d9a09aa2,2,37,F,37,F,FOLD,-0.3686,21.7667,25.7502,22.0014
3,0,14,head,6,16f55a42,1,d9a09aa2,2,37,F,37,F,FOLD,-0.2499,21.8853,25.7502,22.1261
4,0,14,head,6,e836c2b6,1,d9a09aa2,2,37,F,37,F,FOLD,-0.2499,21.8854,25.7502,22.3760
5,0,14,head,6,12422695,5,d9a09aa2,2,37,F,37,F,FOLD,-0.3736,21.8867,25.8752,22.1262
6,0,14,head,6,44c8e017,7,d9a09aa2,2,37,F,37,F,FOLD,-0.3686,21.7667,25.7502,22.2512
7,0,14,head,6,74b820aa,4,d9a09aa2,2,37,F,37,F,FOLD,-0.3736,21.7617,25.7502,22.1263
8,0,14,head,6,1b334027,2,d9a09aa2,2,37,F,37,F,FOLD,-0.4985,21.7617,25.8752,22.2511
9,0,14,head,6,842acc10,4,d9a09aa2,2,37,F,37,F,FOLD,-0.3749,21.7604,25.7502,22.1262
0,0,14,head,7,eb90fd2f,4,d9a09aa2,2,37,F,37,F,FOLD,-0.2456,22.1395,26.0001,19.2546
1,0,14,head,7,74b820aa,7,d9a09aa2,2,37,F,37,F,FOLD,-0.3722,21.8881,25.8752,21.2516
2,0,14,head,7,78d8c173,7,d9a09aa2,2,37,F,37,F,FOLD,-0.2511,22.1340,26.0001,20.5023
3,0,14,head,7,16f55a42,1,d9a09aa2,2,37,F,37,F,FOLD,-0.2473,22.0129,25.8751,19.8783
4,0,14,head,7,e836c2b6,1,d9a09aa2,2,37,F,37,F,FOLD,-0.2456,22.0146,25.8751,19.7540
5,0,14,head,7,12422695,5,d9a09aa2,2,37,F,37,F,FOLD,-0.1206,22.1396,25.8751,20.3776
6,0,14,head,7,44c8e017,7,d9a09aa2,2,37,F,37,F,FOLD,-0.2521,22.1330,26.0001,20.3774
7,0,14,head,7,74b820aa,4,d9a09aa2,2,37,F,37,F,FOLD,-0.3687,22.0164,26.0001,19.3793
8,0,14,head,7,1b334027,2,d9a09aa2,2,37,F,37,F,FOLD,-0.1223,22.1379,25.8751,20.0031
9,0,14,head,7,842acc10,4,d9a09aa2,2,37,F,37,F,FOLD,-0.2456,22.0146,25.8751,20.0033
0,0,14,head,8,eb90fd2f,4,d9a09aa2,2,37,F,37,F,FOLD,-0.2499,22.0103,25.8752,21.7513
1,0,14,head,8,74b820aa,7,d9a09aa2,2,37,F,37,F,FOLD,-0.1236,22.0116,25.7502,21.7515
2,0,14,head,8,78d8c173,7,d9a09aa2,2,37,F,37,F,FOLD,-0.1236,22.0116,25.7502,21.8762
3,0,14,head,8,16f55a42,1,d9a09aa2,2,37,F,37,F,FOLD,-0.1250,22.0103,25.7502,21.7513
4,0,14,head,8,e836c2b6,1,d9a09aa2,2,37,F,37,F,FOLD,-0.1236,22.0116,25.7502,21.8762
5,0,14,head,8,12422695,5,d9a09aa2,2,37,F,37,F,FOLD,-0.2486,22.0116,25.8752,21.8762
6,0,14,head,8,44c8e017,7,d9a09aa2,2,37,F,37,F,FOLD,-0.1249,22.0103,25.7502,21.7513
