source_idx,target_idx,layer,component_mode,head_idx,source_hand,source_dec,target_hand,target_dec,expected_target_verb_id,expected_target_verb_tok,patched_top1_id,patched_top1_tok,patched_top1_group,delta_check_minus_fold,patched_GROUP_CHECK_CALL,patched_GROUP_FOLD,patched_GROUP_BET_RAISE
0,0,20,residual,,cf42b2d6,9,e70ecc70,5,37,F,37,F,FOLD,5.0000,46.0000,51.0000,31.6250
1,0,20,residual,,c6562698,5,e70ecc70,5,37,F,37,F,FOLD,8.2500,48.2500,50.0000,32.0000
2,0,20,residual,,469e2d77,4,e70ecc70,5,37,F,37,F,FOLD,7.5000,48.2500,50.7500,31.8750
3,0,20,residual,,707d6378,8,e70ecc70,5,37,F,37,F,FOLD,3.5000,45.0000,51.5000,31.3750
4,0,20,residual,,5e3fe5b6,4,e70ecc70,5,37,F,37,F,FOLD,4.5000,45.2500,50.7500,31.8750
5,0,20,residual,,4a5b77ce,1,e70ecc70,5,37,F,37,F,FOLD,7.7500,47.2500,49.5000,29.8750
6,0,20,residual,,5aea9c50,2,e70ecc70,5,37,F,34516,CHECK,CHECK_CALL,12.2500,50.0000,47.7500,32.5000
7,0,20,residual,,06e411f7,4,e70ecc70,5,37,F,37,F,FOLD,1.7500,43.7500,52.0000,31.3750
8,0,20,residual,,22ae7085,2,e70ecc70,5,37,F,37,F,FOLD,4.5000,44.2500,49.7500,34.7500
9,0,20,residual,,6feeea22,14,e70ecc70,5,37,F,37,F,FOLD,2.5000,43.2500,50.7500,31.3750
0,0,20,attn,,cf42b2d6,9,e70ecc70,5,37,F,37,F,FOLD,1.7500,43.7500,52.0000,30.8750
1,0,20,attn,,c6562698,5,e70ecc70,5,37,F,37,F,FOLD,3.0000,44.5000,51.5000,30.1250
2,0,20,attn,,469e2d77,4,e70ecc70,5,37,F,37,F,FOLD,2.7500,44.7500,52.0000,30.1250
3,0,20,attn,,707d6378,8,e70ecc70,5,37,F,37,F,FOLD,1.2500,43.5000,52.2500,30.8750
4,0,20,attn,,5e3fe5b6,4,e70ecc70,5,37,F,37,F,FOLD,2.2500,44.0000,51.7500,31.0000
5,0,20,attn,,4a5b77ce,1,e70ecc70,5,37,F,37,F,FOLD,2.5000,44.2500,51.7500,29.8750
6,0,20,attn,,5aea9c50,2,e70ecc70,5,37,F,37,F,FOLD,4.7500,45.7500,51.0000,31.3750
7,0,20,attn,,06e411f7,4,e70ecc70,5,37,F,37,F,FOLD,1.7500,43.7500,52.0000,30.8750
8,0,20,attn,,22ae7085,2,e70ecc70,5,37,F,37,F,FOLD,0.5000,42.7500,52.2500,32.0000
9,0,20,attn,,6feeea22,14,e70ecc70,5,37,F,37,F,FOLD,0.7500,42.7500,52.0000,31.1250
0,0,20,mlp,,cf42b2d6,9,e70ecc70,5,37,F,37,F,FOLD,0.5000,42.7500,52.2500,31.7500
1,0,20,mlp,,c6562698,5,e70ecc70,5,37,F,37,F,FOLD,1.2500,43.2500,52.0000,31.8750
2,0,20,mlp,,469e2d77,4,e70ecc70,5,37,F,37,F,FOLD,1.2500,43.2500,52.0000,31.8750
3,0,20,mlp,,707d6378,8,e70ecc70,5,37,F,37,F,FOLD,0.5000,42.7500,52.2500,31.7500
4,0,20,mlp,,5e3fe5b6,4,e70ecc70,5,37,F,37,F,FOLD,-0.7500,42.0000,52.7500,31.8750
5,0,20,mlp,,4a5b77ce,1,e70ecc70,5,37,F,37,F,FOLD,0.7500,42.7500,52.0000,32.0000
6,0,20,mlp,,5aea9c50,2,e70ecc70,5,37,F,37,F,FOLD,0.5000,42.7500,52.2500,31.2500
7,0,20,mlp,,06e411f7,4,e70ecc70,5,37,F,37,F,FOLD,-1.0000,42.0000,53.0000,31.8750
8,0,20,mlp,,22ae7085,2,e70ecc70,5,37,F,37,F,FOLD,-2.2500,41.0000,53.2500,31.3750
9,0,20,mlp,,6feeea22,14,e70ecc70,5,37,F,37,F,FOLD,-1.5000,42.0000,53.5000,31.7500
0,0,20,head,0,cf42b2d6,9,e70ecc70,5,37,F,37,F,FOLD,0.0000,42.5000,52.5000,30.8750
1,0,20,head,0,c6562698,5,e70ecc70,5,37,F,37,F,FOLD,0.0000,42.5000,52.5000,30.8750
2,0,20,head,0,469e2d77,4,e70ecc70,5,37,F,37,F,FOLD,0.0000,42.5000,52.5000,30.7500
3,0,20,head,0,707d6378,8,e70ecc70,5,37,F,37,F,FOLD,0.0000,42.5000,52.5000,30.8750
4,0,20,head,0,5e3fe5b6,4,e70ecc70,5,37,F,37,F,FOLD,0.2500,42.5000,52.2500,30.8750
5,0,20,head,0,4a5b77ce,1,e70ecc70,5,37,F,37,F,FOLD,0.2500,42.5000,52.2500,30.8750
6,0,20,head,0,5aea9c50,2,e70ecc70,5,37,F,37,F,FOLD,0.0000,42.5000,52.5000,31.1250
7,0,20,head,0,06e411f7,4,e70ecc70,5,37,F,37,F,FOLD,0.0000,42.5000,52.5000,31.0000
8,0,20,head,0,22ae7085,2,e70ecc70,5,37,F,37,F,FOLD,-0.5000,42.2500,52.7500,31.3750
9,0,20,head,0,6feeea22,14,e70ecc70,5,37,F,37,F,FOLD,0.0000,42.5000,52.5000,31.0000
0,0,20,head,1,cf42b2d6,9,e70ecc70,5,37,F,37,F,FOLD,0.0000,42.5000,52.5000,31.0000
1,0,20,head,1,c6562698,5,e70ecc70,5,37,F,37,F,FOLD,0.0000,42.5000,52.5000,31.1250
2,0,20,head,1,469e2d77,4,e70ecc70,5,37,F,37,F,FOLD,-0.2500,42.5000,52.7500,31.2500
3,0,20,head,1,707d6378,8,e70ecc70,5,37,F,37,F,FOLD,-0.2500,42.5000,52.7500,31.1250
4,0,20,head,1,5e3fe5b6,4,e70ecc70,5,37,F,37,F,FOLD,-0.0000,42.7500,52.7500,31.1250
5,0,20,head,1,4a5b77ce,1,e70ecc70,5,37,F,37,F,FOLD,0.0000,42.5000,52.5000,31.0000
6,0,20,head,1,5aea9c50,2,e70ecc70,5,37,F,37,F,FOLD,0.2500,42.7500,52.5000,31.1250
7,0,20,head,1,06e411f7,4,e70ecc70,5,37,F,37,F,FOLD,-0.2500,42.5000,52.7500,31.1250
8,0,20,head,1,22ae7085,2,e70ecc70,5,37,F,37,F,FOLD,0.0000,42.5000,52.5000,31.1250
9,0,20,head,1,6feeea22,14,e70ecc70,5,37,F,37,F,FOLD,-0.2500,42.5000,52.7500,31.0000
0,0,20,head,2,cf42b2d6,9,e70ecc70,5,37,F,37,F,FOLD,-0.0000,42.5000,52.5000,30.6250
1,0,20,head,2,c6562698,5,e70ecc70,5,37,F,37,F,FOLD,-0.0000,42.5000,52.5000,30.6250
2,0,20,head,2,469e2d77,4,e70ecc70,5,37,F,37,F,FOLD,0.2500,42.7500,52.5000,30.8750
3,0,20,head,2,707d6378,8,e70ecc70,5,37,F,37,F,FOLD,0.2500,42.7500,52.5000,30.8750
4,0,20,head,2,5e3fe5b6,4,e70ecc70,5,37,F,37,F,FOLD,-0.0000,42.5000,52.5000,30.7500
5,0,20,head,2,4a5b77ce,1,e70ecc70,5,37,F,37,F,FOLD,-0.5000,42.2500,52.7500,30.6250
6,0,20,head,2,5aea9c50,2,e70ecc70,5,37,F,37,F,FOLD,-0.0000,42.5000,52.5000,30.7500
7,0,20,head,2,06e411f7,4,e70ecc70,5,37,F,37,F,FOLD,-0.0000,42.5000,52.5000,30.8750
8,0,20,head,2,22ae7085,2,e70ecc70,5,37,F,37,F,FOLD,-0.2500,42.2500,52.5000,31.0000
9,0,20,head,2,6feeea22,14,e70ecc70,5,37,F,37,F,FOLD,-0.2500,42.5000,52.7500,30.8750
0,0,20,head,3,cf42b2d6,9,e70ecc70,5,37,F,37,F,FOLD,-0.2500,42.5000,52.7500,31.2500
1,0,20,head,3,c6562698,5,e70ecc70,5,37,F,37,F,FOLD,0.2500,42.7500,52.5000,31.1250
2,0,20,head,3,469e2d77,4,e70ecc70,5,37,F,37,F,FOLD,0.0000,42.5000,52.5000,31.0000
3,0,20,head,3,707d6378,8,e70ecc70,5,37,F,37,F,FOLD,-0.5000,42.2500,52.7500,31.2500
4,0,20,head,3,5e3fe5b6,4,e70ecc70,5,37,F,37,F,FOLD,0.0000,42.5000,52.5000,31.0000
5,0,20,head,3,4a5b77ce,1,e70ecc70,5,37,F,37,F,FOLD,0.0000,42.5000,52.5000,30.8750
6,0,20,head,3,5aea9c50,2,e70ecc70,5,37,F,37,F,FOLD,0.2500,42.7500,52.5000,31.1250
7,0,20,head,3,06e411f7,4,e70ecc70,5,37,F,37,F,FOLD,0.0000,42.5000,52.5000,30.8750
8,0,20,head,3,22ae7085,2,e70ecc70,5,37,F,37,F,FOLD,0.7500,43.0000,52.2500,31.0000
9,0,20,head,3,6feeea22,14,e70ecc70,5,37,F,37,F,FOLD,-0.5000,42.2500,52.7500,31.0000
0,0,20,head,4,cf42b2d6,9,e70ecc70,5,37,F,37,F,FOLD,-0.7500,42.0000,52.7500,31.0000
1,0,20,head,4,c6562698,5,e70ecc70,5,37,F,37,F,FOLD,-0.5000,42.2500,52.7500,31.0000
2,0,20,head,4,469e2d77,4,e70ecc70,5,37,F,37,F,FOLD,-0.5000,42.2500,52.7500,31.0000
3,0,20,head,4,707d6378,8,e70ecc70,5,37,F,37,F,FOLD,-0.7500,42.0000,52.7500,30.8750
4,0,20,head,4,5e3fe5b6,4,e70ecc70,5,37,F,37,F,FOLD,-1.0000,42.0000,53.0000,30.8750
5,0,20,head,4,4a5b77ce,1,e70ecc70,5,37,F,37,F,FOLD,-1.0000,42.0000,53.0000,31.2500
6,0,20,head,4,5aea9c50,2,e70ecc70,5,37,F,37,F,FOLD,-1.5000,41.7500,53.2500,31.3750
7,0,20,head,4,06e411f7,4,e70ecc70,5,37,F,37,F,FOLD,-0.7500,42.0000,52.7500,30.8750
8,0,20,head,4,22ae7085,2,e70ecc70,5,37,F,37,F,FOLD,-0.7500,42.2500,53.0000,30.7500
9,0,20,head,4,6feeea22,14,e70ecc70,5,37,F,37,F,FOLD,-1.0000,42.0000,53.0000,30.7500
0,0,20,head,5,cf42b2d6,9,e70ecc70,5,37,F,37,F,FOLD,0.0000,42.5000,52.5000,31.1250
1,0,20,head,5,c6562698,5,e70ecc70,5,37,F,37,F,FOLD,-0.2500,42.5000,52.7500,31.1250
2,0,20,head,5,469e2d77,4,e70ecc70,5,37,F,37,F,FOLD,0.0000,42.5000,52.5000,31.0000
3,0,20,head,5,707d6378,8,e70ecc70,5,37,F,37,F,FOLD,-0.2500,42.5000,52.7500,31.1250
4,0,20,head,5,5e3fe5b6,4,e70ecc70,5,37,F,37,F,FOLD,0.0000,42.5000,52.5000,31.0000
5,0,20,head,5,4a5b77ce,1,e70ecc70,5,37,F,37,F,FOLD,0.0000,42.5000,52.5000,31.0000
6,0,20,head,5,5aea9c50,2,e70ecc70,5,37,F,37,F,FOLD,0.0000,42.5000,52.5000,31.0000
7,0,20,head,5,06e411f7,4,e70ecc70,5,37,F,37,F,FOLD,0.0000,42.5000,52.5000,31.0000
8,0,20,head,5,22ae7085,2,e70ecc70,5,37,F,37,F,FOLD,-0.0000,42.5000,52.5000,31.0000
9,0,20,head,5,6feeea22,14,e70ecc70,5,37,F,37,F,FOLD,0.0000,42.5000,52.5000,31.0000
0,0,20,head,6,cf42b2d6,9,e70ecc70,5,37,F,37,F,FOLD,-0.2500,42.5000,52.7500,31.0000
1,0,20,head,6,c6562698,5,e70ecc70,5,37,F,37,F,FOLD,-0.0000,42.5000,52.5000,31.0000
2,0,20,head,6,469e2d77,4,e70ecc70,5,37,F,37,F,FOLD,-0.0000,42.5000,52.5000,31.0000
3,0,20,head,6,707d6378,8,e70ecc70,5,37,F,37,F,FOLD,-0.0000,42.5000,52.5000,30.8750
4,0,20,head,6,5e3fe5b6,4,e70ecc70,5,37,F,37,F,FOLD,0.0000,42.5000,52.5000,31.0000
5,0,20,head,6,4a5b77ce,1,e70ecc70,5,37,F,37,F,FOLD,-0.2500,42.5000,52.7500,31.1250
6,0,20,head,6,5aea9c50,2,e70ecc70,5,37,F,37,F,FOLD,-0.0000,42.5000,52.5000,31.0000
7,0,20,head,6,06e411f7,4,e70ecc70,5,37,F,37,F,FOLD,-0.2500,42.5000,52.7500,30.8750
8,0,20,head,6,22ae7085,2,e70ecc70,5,37,F,37,F,FOLD,0.2500,42.7500,52.5000,31.0000
9,0,20,head,6,6feeea22,14,e70ecc70,5,37,F,37,F,FOLD,0.0000,42.5000,52.5000,31.0000
0,0,20,head,7,cf42b2d6,9,e70ecc70,5,37,F,37,F,FOLD,-0.5000,42.2500,52.7500,30.8750
1,0,20,head,7,c6562698,5,e70ecc70,5,37,F,37,F,FOLD,-0.5000,42.2500,52.7500,30.8750
2,0,20,head,7,469e2d77,4,e70ecc70,5,37,F,37,F,FOLD,-0.2500,42.5000,52.7500,30.7500
3,0,20,head,7,707d6378,8,e70ecc70,5,37,F,37,F,FOLD,-0.2500,42.5000,52.7500,30.8750
4,0,20,head,7,5e3fe5b6,4,e70ecc70,5,37,F,37,F,FOLD,-0.2500,42.5000,52.7500,30.8750
5,0,20,head,7,4a5b77ce,1,e70ecc70,5,37,F,37,F,FOLD,-0.5000,42.2500,52.7500,30.8750
6,0,20,head,7,5aea9c50,2,e70ecc70,5,37,F,37,F,FOLD,-0.2500,42.5000,52.7500,31.0000
7,0,20,head,7,06e411f7,4,e70ecc70,5,37,F,37,F,FOLD,-0.2500,42.5000,52.7500,30.8750
8,0,20,head,7,22ae7085,2,e70ecc70,5,37,F,37,F,FOLD,-0.2500,42.5000,52.7500,30.8750
9,0,20,head,7,6feeea22,14,e70ecc70,5,37,F,37,F,FOLD,-0.0000,42.5000,52.5000,30.8750
0,0,20,head,8,cf42b2d6,9,e70ecc70,5,37,F,37,F,FOLD,0.5000,42.7500,52.2500,31.1250
1,0,20,head,8,c6562698,5,e70ecc70,5,37,F,37,F,FOLD,0.5000,42.7500,52.2500,31.1250
2,0,20,head,8,469e2d77,4,e70ecc70,5,37,F,37,F,FOLD,0.5000,42.7500,52.2500,31.0000
3,0,20,head,8,707d6378,8,e70ecc70,5,37,F,37,F,FOLD,0.5000,42.7500,52.2500,30.8750
4,0,20,head,8,5e3fe5b6,4,e70ecc70,5,37,F,37,F,FOLD,0.2500,42.7500,52.5000,31.1250
5,0,20,head,8,4a5b77ce,1,e70ecc70,5,37,F,37,F,FOLD,0.5000,42.7500,52.2500,30.6250
6,0,20,head,8,5aea9c50,2,e70ecc70,5,37,F,37,F,FOLD,0.5000,42.7500,52.2500,30.7500
7,0,20,head,8,06e411f7,4,e70ecc70,5,37,F,37,F,FOLD,0.0000,42.5000,52.5000,31.0000
8,0,20,head,8,22ae7085,2,e70ecc70,5,37,F,37,F,FOLD,0.5000,42.7500,52.2500,31.1250
9,0,20,head,8,6feeea22,14,e70ecc70,5,37,F,37,F,FOLD,0.5000,42.7500,52.2500,31.1250
0,0,20,head,9,cf42b2d6,9,e70ecc70,5,37,F,37,F,FOLD,-1.7500,41.7500,53.5000,30.7500
1,0,20,head,9,c6562698,5,e70ecc70,5,37,F,37,F,FOLD,-1.5000,42.0000,53.5000,30.6250
2,0,20,head,9,469e2d77,4,e70ecc70,5,37,F,37,F,FOLD,-1.7500,41.7500,53.5000,30.6250
3,0,20,head,9,707d6378,8,e70ecc70,5,37,F,37,F,FOLD,-1.2500,42.0000,53.2500,30.6250
4,0,20,head,9,5e3fe5b6,4,e70ecc70,5,37,F,37,F,FOLD,-1.5000,42.0000,53.5000,30.6250
5,0,20,head,9,4a5b77ce,1,e70ecc70,5,37,F,37,F,FOLD,-1.2500,42.0000,53.2500,30.8750
6,0,20,head,9,5aea9c50,2,e70ecc70,5,37,F,37,F,FOLD,-2.5000,41.2500,53.7500,31.0000
7,0,20,head,9,06e411f7,4,e70ecc70,5,37,F,37,F,FOLD,-1.2500,42.0000,53.2500,30.5000
8,0,20,head,9,22ae7085,2,e70ecc70,5,37,F,37,F,FOLD,-1.2500,42.0000,53.2500,30.5000
9,0,20,head,9,6feeea22,14,e70ecc70,5,37,F,37,F,FOLD,-1.2500,42.0000,53.2500,30.5000
0,0,20,head,10,cf42b2d6,9,e70ecc70,5,37,F,37,F,FOLD,0.2500,42.7500,52.5000,31.0000
1,0,20,head,10,c6562698,5,e70ecc70,5,37,F,37,F,FOLD,0.2500,42.7500,52.5000,31.1250
2,0,20,head,10,469e2d77,4,e70ecc70,5,37,F,37,F,FOLD,0.2500,42.7500,52.5000,31.0000
3,0,20,head,10,707d6378,8,e70ecc70,5,37,F,37,F,FOLD,0.2500,42.7500,52.5000,31.1250
4,0,20,head,10,5e3fe5b6,4,e70ecc70,5,37,F,37,F,FOLD,-0.0000,42.5000,52.5000,31.0000
5,0,20,head,10,4a5b77ce,1,e70ecc70,5,37,F,37,F,FOLD,0.2500,42.7500,52.5000,31.0000
6,0,20,head,10,5aea9c50,2,e70ecc70,5,37,F,37,F,FOLD,0.7500,43.0000,52.2500,30.8750
7,0,20,head,10,06e411f7,4,e70ecc70,5,37,F,37,F,FOLD,0.0000,42.5000,52.5000,31.0000
8,0,20,head,10,22ae7085,2,e70ecc70,5,37,F,37,F,FOLD,0.2500,42.7500,52.5000,31.0000
9,0,20,head,10,6feeea22,14,e70ecc70,5,37,F,37,F,FOLD,0.2500,42.7500,52.5000,31.0000
0,0,20,head,11,cf42b2d6,9,e70ecc70,5,37,F,37,F,FOLD,0.0000,42.5000,52.5000,31.5000
1,0,20,head,11,c6562698,5,e70ecc70,5,37,F,37,F,FOLD,0.0000,42.5000,52.5000,31.3750
2,0,20,head,11,469e2d77,4,e70ecc70,5,37,F,37,F,FOLD,0.0000,42.5000,52.5000,31.5000
